Title,Artist,Year,Entities,Entity Lines
Melody,Lost Frequencies,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Fingías,Paloma Mami,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
22,TINI,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
La bandite,Jul,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Legacy,Offset,2019.,"[{'rari', 'ghini', 'richard mille'}, {'mississippi'}]","{'brands': {'ghini': ""Pimpin' ain't easy (Pimpin'), hoppin' out the 'Ghini ('Ghini)"", 'rari': 'I fuel up the Rari, performance (Skrrt)', 'richard mille': 'Richard Mille on me cost half a ticket, dawg (Half a ticket)'}, 'locations': {'mississippi': 'Then I find his body by 3 Mississippi (On God)'}}"
No New Friends,Sia,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Halu,Feby Putri,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Bebaça,Marília Mendonça,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Pura Pura Lupa,Mahen,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
No Puedo,Paulo Londra,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Ne reviens pas,Gradur,2019.,"[{'uber'}, set()]","{'brands': {'uber': ""Faut qu'tu coopères, si tu veux pas, bah, prends ton Uber""}, 'locations': {}}"
I Know,Post Malone,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
An Art Gallery Could Never Be As Unique As You,mrld,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
I duckinf hatw you,Ghostemane,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Com Ou Sem Mim,Gustavo Mioto,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Perdição,L7NNON,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Leave Me Alone,NF,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
IMPORTED,Jessie Reyez,2019.,"[{'honda', 'porsches'}, set()]","{'brands': {'honda': 'Came a long way from a Honda', 'porsches': 'Tryna fuck you in some Porsches, baby'}, 'locations': {}}"
Goutte d'eau,Ninho,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
I Want You Around,Snoh Aalegra,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
CRUDELIA,Marracash,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Family,The Chainsmokers,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Self Control,YoungBoy Never Broke Again,2019.,"[{'dior', 'glock'}, set()]","{'brands': {'glock': ""I'm so slime, on this Glock, got a green beam (Let's go)"", 'dior': ""Wake up in the morning, get fresh as a bitch, I'ma walk in Dior in some Margielas""}, 'locations': {}}"
Right Back,Khalid,2019.,"[set(), {'la'}]","{'brands': {}, 'locations': {'la': 'In LA, but I’ll be there at 8 if the traffic allows it'}}"
Love song,Lana Del Rey,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
B11,Rvssian,2019.,"[{'versace'}, set()]","{'brands': {'versace': ""Versace de la' tenni' hasta los boxers""}, 'locations': {}}"
Dear Society,Madison Beer,2019.,"[set(), {'amsterdam', 'madison'}]","{'brands': {}, 'locations': {'amsterdam': ""I lost my phone in Amsterdam, it's 5 AM"", 'madison': 'See Madison Beer LiveGet tickets as low as $78You might also like[Verse 2]'}}"
In Your Arms,ILLENIUM,2019.,"[set(), {'rome'}]","{'brands': {}, 'locations': {'rome': 'Though we may never see the streets of Rome'}}"
Kinfolks,Sam Hunt,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Araw-Araw,Ben&Ben,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Woke Up Late,Drax Project,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
On Chill,Wale,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Um Pedido,Hungria,2019.,"[{'audi'}, set()]","{'brands': {'audi': 'Lembro do sonho das Audi, da fumaceira no breu'}, 'locations': {}}"
Mi Error,Eladio Carrion,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Magenta Riddim,DJ Snake,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Jerry Sprunger,Tory Lanez,2019.,"[{'lamborghini'}, set()]","{'brands': {'lamborghini': 'You ain\'t got my bitch in a Lamborghini, bikini, on the beach sittin\' up""'}, 'locations': {}}"
Lay By Me,Ruben,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
THRU THE NIGHT,Jack Harlow,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Professor X,Dave,2019.,"[{'pradas', 'henny', 'balenciagas', 'rollie'}, {'lv'}]","{'brands': {'balenciagas': 'Football in Balenciagas', 'pradas': 'Or I kickball in my all-black Pradas', 'rollie': ""Watch glistenin' but the Rollie tickin', it's"", 'henny': 'Just Henny and Jenny from the block, no J.Lo'}, 'locations': {'lv': 'LV hat, backpack, and sneakers'}}"
カワキヲアメク,美波,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Stay Awake,Dean Lewis,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Honeybee,The Head And The Heart,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
quando a bad bater,Luan Santana,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Nero Forte,Slipknot,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
I Lost a Friend,FINNEAS,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
¿Qué Ha Pasao'?,Abraham Mateo,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Elle est bonne sa mère,Vegedream,2019.,"[{'chanel', 'rolex'}, set()]","{'brands': {'chanel': ""Elle veut Chanel et la Role' au poignet, elle veut Chanel et la Role' au poignet"", 'rolex': ""Elle veut Rolex, pas la Casio, elle connait le physio', son boule, c'est l'effet d'un attentat""}, 'locations': {}}"
Nem de Graça / Saudade Arregaça,Pixote,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Disco,Surf Curse,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
GIANTS,True Damage,2019.,"[{'volvo', 'benz'}, set()]","{'brands': {'benz': ""I'm a Benz and you're more like a Volvo"", 'volvo': ""I'm a Benz and you're more like a Volvo""}, 'locations': {}}"
Just Us,DJ Khaled,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
BOOM,NCT DREAM,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Soon You’ll Get Better,Taylor Swift,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Boys Ain't Shit,SAYGRACE,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
El Fin del Mundo,La La Love You,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
ADHD,Joyner Lucas,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Swan Song,Dua Lipa,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Como Estrellas,LA YOUNG,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Putana,Ninho,2019.,"[{'glock'}, set()]","{'brands': {'glock': 'J’prendrai soin d’toi comme le Glock que j’ai sur moi'}, 'locations': {}}"
PAID MY DUES,NF,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Huling Sandali (Tayo Sa Huling Buwan Ng Taon Official Soundtrack),December Avenue,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
SOLVED THE PROBLEM,Comethazine,2019.,"[{'uber'}, set()]","{'brands': {'uber': 'Bitch, while I call your Uber, go wait over by the door (Bye)'}, 'locations': {}}"
Cómo estás,Ke Personajes,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Blame,Bryson Tiller,2019.,"[{'henny'}, set()]","{'brands': {'henny': 'Got a big Henny cup, thought drinking would help'}, 'locations': {}}"
Feel Me,Rich Music LTD,2019.,"[set(), {'chile'}]","{'brands': {}, 'locations': {'chile': 'De Ponce aterrizo en Chile, como la más dura'}}"
Lunchbox Friends,Melanie Martinez,2019.,"[{'barbie'}, set()]","{'brands': {'barbie': ""Gotta look like a fuckin' damn Barbie""}, 'locations': {}}"
Joy,Bastille,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Abrazado a Ti,Kevin Kaarl,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Hauseingang,Pashanim,2019.,"[set(), {'berlin'}]","{'brands': {}, 'locations': {'berlin': ""Wir sind Engel, doch gefall'n, 2000 in Berlin""}}"
Let Her Go,The Kid LAROI,2019.,"[{'benz'}, set()]","{'brands': {'benz': ""Yeah, new Benz, too bad, I'ma see you later, shawty""}, 'locations': {}}"
That's a Rack,Lil Uzi Vert,2019.,"[{'lambo', 'dior', 'maybach', 'bentley', 'lamb', 'fendi', 'balmain'}, set()]","{'brands': {'fendi': ""Fendi knapsack, while I'm spittin' Fendi facts (Facts)"", 'lamb': ""Saw a minivan followin' my brand new Lamb' (Lamb')"", 'balmain': 'Balmain jeans, on the front got the zipper', 'bentley': 'Bentley, Hellcat, new Lambo and Maybach (Yeah)', 'lambo': 'Bentley, Hellcat, new Lambo and Maybach (Yeah)', 'maybach': 'Bentley, Hellcat, new Lambo and Maybach (Yeah)', 'dior': 'I got on Dior, and my skinnies, they all black'}, 'locations': {}}"
Trap [Feat. Lil Baby],SAINt JHN,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Amigo,Lil Tecca,2019.,"[{'bape', 'porsche', 'ford'}, {'new york'}]","{'brands': {'bape': 'Just mixed the BAPE with the Simons, my bad (My bad)', 'porsche': 'And I know she wanna come and cry up in the Porsche', 'ford': 'I cannot focus, I might hop up in a Ford'}, 'locations': {'new york': 'Got racks in the vault, in New York like stocks'}}"
Make It With You,Ben&Ben,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Blueming,IU,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Broken & Beautiful,Kelly Clarkson,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
All The Lies,Alok,2019.,"[set(), {'paris'}]","{'brands': {}, 'locations': {'paris': 'We were gonna go to Paris'}}"
Time Machine,WILLOW,2019.,"[set(), {'nyc'}]","{'brands': {}, 'locations': {'nyc': ""I'd be in the streets of NYC""}}"
Me Gusta,DTF,2019.,"[{'honda'}, set()]","{'brands': {'honda': ""J'trahis pas la honda, fort comme mon ron-da, vendetta, sors le Honda""}, 'locations': {}}"
Tumbando el Club,Neo Pistea,2019.,"[{'ferrari', 'gucci'}, {'montana'}]","{'brands': {'ferrari': 'Soy como un Ferrari porque vivo acelerado y qué lo qué', 'gucci': ""Si Gucci es tu santo, está' equivocado""}, 'locations': {'montana': '[Verso 3: Coqeéin Montana & Neo Pistea]'}}"
El Mundo a Tus Pies,Grupo Firme,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Girls Have Fun,Tyga,2019.,"[set(), {'l.a.'}]","{'brands': {}, 'locations': {'l.a.': '(From the Bay to L.A., you already know)'}}"
È sempre bello,Coez,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
IGOR'S THEME,"Tyler, The Creator",2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
No Right To Love You,Rhys Lewis,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
ALREADY,Beyoncé,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Hair Down,SiR,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Bulong,December Avenue,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Ruthless,Lil Tjay,2019.,"[{'bape', 'maybach', 'balmains', 'nikes'}, {'atlanta'}]","{'brands': {'balmains': ""Pop out, I'ma stain, Balmains and some Bape shit"", 'bape': ""Pop out, I'ma stain, Balmains and some Bape shit"", 'nikes': ""With some retro J's and some fresh Nikes"", 'maybach': ""In that Maybach, you can't see through the tint""}, 'locations': {'atlanta': 'All of this designer got me broads in Atlanta'}}"
Gold Roses,Rick Ross,2019.,"[{'chanel', 'xanny'}, {'america'}]","{'brands': {'chanel': 'Chanel in the mail, FedEx from Pharrell', 'xanny': 'Lot of lines crossed, I never did a Xanny'}, 'locations': {'america': 'Coming to America, really the set'}}"
Beef FloMix,Flo Milli,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
All Alone,Freddie Dredd,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Estado Decadente,Zé Neto & Cristiano,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Hurricane,I Prevail,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Áudio,Diego & Victor Hugo,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
10%,KAYTRANADA,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Brand New Man,Brooks & Dunn,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Rushing Back,Flume,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Pal Pal Dil Ke Paas,Arijit Singh,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
BIG,Young M.A,2019.,"[{'kappa', 'glocks', 'patek', 'hennessy', 'off-white', 'bugatti', 'rollie'}, {'la'}]","{'brands': {'patek': 'Oh, and a Patek too', 'kappa': 'Oh, in that Kappa too', 'off-white': 'Off-White, off night, cookies and cream', 'glocks': 'Big Glocks (Ooh)', 'hennessy': ""Double cup of Hennessy, we call it money-'yac (That Henny)"", 'rollie': 'Why your Rollie tick-tick-tocking? Ayy, uh', 'bugatti': 'I woke up in that pussy, her new name Bugatti, uh'}, 'locations': {'la': 'Yellowbone smoking purple, LA Lakers, uh'}}"
Nothing On You,Ed Sheeran,2019.,"[{'chanel', 'rover'}, set()]","{'brands': {'chanel': 'I take Chanel to Chanel for a shopping spree', 'rover': 'I fly in a spaceship, I gotta land the Rover'}, 'locations': {}}"
Dove e quando,Benji & Fede,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Drugs,UPSAHL,2019.,"[{'audi'}, set()]","{'brands': {'audi': 'Brand new Audi hatchback'}, 'locations': {}}"
Home,Cavetown,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Light,Jerome,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Nobody But You (Duet with Gwen Stefani),Blake Shelton,2019.,"[{'louis', 'gucci'}, set()]","{'brands': {'louis': 'Louis The Child - Here Comes A Feeling (with Naomi Wild & Couros)', 'gucci': 'Bantu - Gucci Cranberry'}, 'locations': {}}"
YO LE LLEGO,J Balvin,2019.,"[{'rolex'}, {'chile', 'colombia', 'argentina', 'santo domingo', 'venezuela', 'puerto rico'}]","{'brands': {'rolex': 'Me pongo Rolex como si fueran Casio, ey'}, 'locations': {'colombia': 'Colombia ya le llegó', 'argentina': 'Argentina ya le llegó', 'venezuela': 'Venezuela ya le llegó', 'puerto rico': 'Puerto Rico ya le llegó', 'chile': 'Chile ya le llegó', 'santo domingo': 'Santo Domingo ya le llegó, ey'}}"
Screwface Capital,Dave,2019.,"[{'porsche'}, set()]","{'brands': {'porsche': 'My location changes quicker than gears on a brand new Porsche Cayman'}, 'locations': {}}"
Whip A Tesla,Yung Gravy,2019.,"[{'prada', 'tesla', 'guinness', 'patek', 'dodge'}, set()]","{'brands': {'tesla': ""Whip a Tesla, spinners lookin' kinda extra (Extra)"", 'dodge': ""Dodge my ex's texts (Thot), now she sendin' letters"", 'patek': 'Articuno on my neck, Pikachu on my Patek', 'prada': 'Double bitch, double header, Prada runners with the leather', 'guinness': 'Gravy Guinness, front flip the finish'}, 'locations': {}}"
La Respuesta,Becky G,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Dime Cuantas Veces,Micro TDH,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Old Streets,2KBABY,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Gloria,The Lumineers,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Adu Rayu,Yovie Widianto,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Tokyo Drifting,Glass Animals,2019.,"[{'jordan'}, {'tokyo'}]","{'brands': {'jordan': ""I'm back on my bullshit, like Jordan on Pippen""}, 'locations': {'tokyo': ""Yeah, Tokyo driftin'""}}"
First Off,Future,2019.,"[{'louis', 'bugatti', 'nikes', 'patek'}, set()]","{'brands': {'patek': ""I put the Patek water on, but I got options (It's lit)"", 'louis': 'Louis V belts, Louis V on my walls (Yeah, yeah)', 'bugatti': 'In a red Bugatti, gave it right to valet', 'nikes': 'Used to spend checks on my Nikes, now they pay me (Yeah, yeah)'}, 'locations': {}}"
Meu talismã,IZA,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Safari,Serena,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Amin Paling Serius,Sal Priadi,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Narcotic,YouNotUs,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Ready,Alessia Cara,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Writing on the Wall,French Montana,2019.,"[{'bimmer', 'gucci', 'prada', 'fendi', 'balenciaga'}, {'bronx', 'montana'}]","{'brands': {'bimmer': 'Call my accountant, bought my bitch new Bimmer, she whip 7-Series, yeah (Ooh yeah, yeah)', 'gucci': 'Gucci, Fendi, Prada, Balenciaga, Margiela, ah', 'fendi': 'Gucci, Fendi, Prada, Balenciaga, Margiela, ah', 'prada': 'Gucci, Fendi, Prada, Balenciaga, Margiela, ah', 'balenciaga': 'Gucci, Fendi, Prada, Balenciaga, Margiela, ah'}, 'locations': {'montana': ""All the millions make 'em horny, Montana"", 'bronx': 'Cardi, we the hottest out the South Bronx, yeah'}}"
Faith,Galantis,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
POPOPOP,Gambi,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Miami Vibe,Adriel Favela,2019.,"[{'rolls-royce'}, {'miami', 'colombia'}]","{'brands': {'rolls-royce': 'Arriba de un Rolls-Royce, sereno así soy yo'}, 'locations': {'miami': 'El\u200a sol, arena y mar, es el Miami Vibe', 'colombia': 'También allá en Colombia donde colaboramos'}}"
Nurse's Office,Melanie Martinez,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Wieso tust Du dir das an?,Apache 207,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
molly,iann dior,2019.,"[{'beamer'}, set()]","{'brands': {'beamer': 'Beamer in the driveway (Yeah), park it in the driveway (Ooh)'}, 'locations': {}}"
Tip Toe,Roddy Ricch,2019.,"[{'patron', 'balenciaga', 'patek', 'rollie'}, set()]","{'brands': {'rollie': ""Rose gold Rollie, I'm the nigga put the whole damn hood on, huh"", 'patron': 'Patron of the New, I had put the drip on', 'patek': 'She looking at the Patek like some Skittles', 'balenciaga': ""Balenciaga wearin' ass nigga""}, 'locations': {}}"
PUPPET,"Tyler, The Creator",2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Evoluiu,MC Kevin o Chris,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Strangers,Sigrid,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Ti volevo dedicare,Rocco Hunt,2019.,"[{'coca cola'}, {'malibu'}]","{'brands': {'coca cola': 'Coca Cola e Malibu'}, 'locations': {'malibu': 'Coca Cola e Malibu'}}"
Leray,Trippie Redd,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Gimme! Gimme! Gimme!,GAMPER & DADONI,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Se iluminaba,Fred De Palma,2019.,"[set(), {'palma'}]","{'brands': {}, 'locations': {'palma': '[Pre-Coro: Fred De Palma con Ana Mena]'}}"
Title,Artist,Year,Entities,Entity Lines
Dance Monkey,Tones And I,/yshu,"[set(), set()]","{'brands': {}, 'locations': {}}"
Title,Artist,Year,Entities,Entity Lines
Blinding Lights,The Weeknd,/yshu,"[set(), set()]","{'brands': {}, 'locations': {}}"
