Artist,Title,Streams,Daily
Maluma,Según Quién,"624,804,291","1,403,547"
Jung Kook,3D,"621,363,200","828,662"
Oscar Maydon,Fin de Semana,"592,418,820","330,698"
Travis Scott,I KNOW ?,"586,400,573","956,881"
NewJeans,Super Shy,"583,364,200","622,327"
Taiu,Rara Vez,"581,966,024","680,529"
Chino Pacas,El Gordo Trae El Mando,"580,107,969","360,375"
Marshmello,El Merengue,"579,121,693","1,055,334"
Luke Combs,Fast Car,"572,669,713","846,564"
Lana Del Rey,Say Yes To Heaven,"566,829,420","1,026,460"
David Guetta,Baby Don’t Hurt Me,"564,593,594","1,177,302"
Xavi,La Víctima,"561,630,142","746,793"
Dua Lipa,Houdini,"560,124,213","1,165,114"
Doja Cat,Agora Hills,"553,482,488","715,083"
Fuerza Regida,SABOR FRESA,"544,662,881","583,779"
Post Malone,Chemical,"532,075,823","510,457"
Grupo Frontera,EL AMOR DE SU VIDA,"530,322,258","932,703"
KAROL G,X SI VOLVEMOS,"522,284,560","620,481"
Fuerza Regida,TQM,"519,503,689","398,464"
Jonas Brothers,What A Man Gotta Do,"510,158,090","83,261"
Bad Bunny,MONACO,"508,473,549","530,823"
Dean Martin,"Rudolph, The Red-Nosed Reindeer","500,106,970","17,324"
Peggy Gou,(It Goes Like) Nanana,"497,237,960","723,659"
KAROL G,MI EX TENÍA RAZÓN,"496,900,602","1,220,138"
Fuerza Regida,HARLEY QUINN,"494,707,351","599,955"
Nicki Minaj,Barbie World,"484,944,409","274,740"
Eladio Carrion,Coco Chanel,"475,878,280","280,413"
Olivia Rodrigo,bad idea right?,"464,100,603","545,937"
JISOO,FLOWER,"462,794,730","429,745"
KAROL G,MIENTRAS ME CURO DEL CORA,"462,036,206","900,062"
Morgan Wallen,Thinkin’ Bout Me,"460,306,365","998,239"
Travis Scott,MY EYES,"449,309,490","1,011,073"
Calvin Harris,Miracle,"448,035,863","431,582"
Yahritza Y Su Esencia,Frágil,"446,954,251","272,672"
Bizarrap,"Peso Pluma: Bzrp Music Sessions, Vol. 55","446,080,168","208,107"
Tiësto,Lay Low,"439,188,520","543,329"
Myke Towers,LA FALDA,"438,468,006","1,732,102"
AgroPlay,Nosso Quadro,"435,506,981","244,674"
Drake,IDGAF,"431,662,942","421,988"
Taylor Swift,Is It Over Now? (Taylor's Version) (From The Vault),"430,111,601","408,808"
Laufey,From The Start,"421,846,908","1,037,106"
Junior H,Y LLORO,"415,392,846","887,465"
Billie Eilish,hotline (edit),"409,810,428","891,758"
Peso Pluma,TULUM,"409,593,646","371,399"
Drake,Rich Baby Daddy,"407,718,601","620,934"
BENNETT,Vois sur ton chemin,"406,629,697","840,622"
Peso Pluma,BELLAKEO,"403,562,981","753,038"
V,Slow Dancing,"401,083,025","493,856"
Lil Uzi Vert,Watch This,"391,190,589","253,372"
LIT killah,Los del Espacio,"388,274,053","320,703"
Ed Sheeran,Eyes Closed,"386,832,185","254,403"
Lil Tecca,500lbs,"386,642,847","629,358"
YOASOBI,アイドル,"378,479,810","413,967"
Big One,Un Finde | CROSSOVER #2,"377,128,350","304,205"
Jimin,Set Me Free Pt.2,"375,273,817","165,381"
Natanael Cano,Mi Bello Angel,"374,860,489","458,783"
Sky Rompiendo,El Cielo,"373,873,545","389,866"
Tate McRae,exes,"372,795,384","889,172"
TINI,Cupido,"372,317,929","408,363"
Travis Scott,MELTDOWN,"366,623,805","362,797"
Sebastian Yatra,VAGABUNDO,"363,086,423","463,228"
Anirudh Ravichander,Chaleya,"361,118,039","493,666"
Jimin,Like Crazy (English Version),"358,957,411","81,609"
Alex Favela,ELOVRGA,"358,613,762","462,138"
Lewis Capaldi,Forget Me,"354,297,182","188,638"
Green Neon DJ,El Gordo Trae El Mando (Tik Tok Edit),"350,567,118","1,061,637"
Drake,First Person Shooter,"350,186,125","344,594"
Carin Leon,No Es Por Acá,"349,660,818","399,834"
Drake,Search & Rescue,"348,399,693","187,301"
Simone Mendes,Erro Gostoso,"347,917,754","287,260"
Lil Durk,All My Life,"346,566,032","239,552"
DENNIS,Tá OK,"345,322,651","251,263"
Rauw Alejandro,DILUVIO,"344,932,164","586,639"
La Factoria,Todavia,"344,433,153","185,850"
Bad Gyal,Chulo pt.2,"338,335,048","365,903"
Travis Scott,TELEKINESIS,"337,731,318","520,967"
JHAYCO,Holanda,"337,657,729","313,306"
Cartel De Santa,Shorty Party,"335,989,517","235,729"
Morgan Wallen,Cowgirls,"333,230,386","1,274,033"
lusttqwe,F-ck Up Some Commas,"332,520,955","68,661"
Troye Sivan,Rush,"329,957,716","589,158"
Flo Milli,Never Lose Me,"326,301,180","620,815"
Peso Pluma,LAGUNAS,"325,702,690","457,531"
Agust D,Haegeum,"325,469,059","755,810"
Jasleen Royal,Heeriye,"321,432,430","465,462"
Doechii,What It Is (Solo Version),"319,728,277","184,080"
Grupo Menos É Mais,Lapada Dela,"319,019,559","322,640"
Quevedo,WANDA,"318,329,341","188,579"
Jere Klein,ANDO,"318,098,941","442,790"
Ryan Castro,QUEMA,"317,743,951","580,059"
Noah Kahan,Dial Drunk,"316,827,543","725,633"
Mae Stephens,If We Ever Broke Up,"314,825,627","168,403"
Taylor Swift,Enchanted (Taylor's Version),"311,715,799","470,777"
LE SSERAFIM,Perfect Night,"311,533,815","598,533"
Olivia Rodrigo,get him back!,"311,290,512","415,630"
Xavi,Poco A Poco,"307,821,117","482,442"
(G)I-DLE,Queencard,"305,879,080","304,414"
Marília Mendonça,Esqueça-Me Se For Capaz,"305,227,729","136,710"
Daniel Caesar,Always,"304,495,773","468,519"
Creeds,Push Up,"303,202,772","736,377"
Junior H,ROCKSTAR,"302,247,855","611,112"
Shubh,Cheques,"298,116,084","378,589"
Becky G,CHANEL,"297,508,228","185,268"
Travis Scott,K-POP,"297,415,659","216,440"
Grupo Marca Registrada,Di Que Sí,"290,529,353","242,256"
Peso Pluma,LUNA,"288,947,130","425,798"
Taylor Swift,Now That We Don't Talk (Taylor's Version) (From The Vault),"288,671,098","346,811"
Guilherme & Benuto,Duas Três,"288,121,403","215,140"
Darell,Lollipop,"286,814,509","209,738"
Israel & Rodolffo,Seu Brilho Sumiu,"286,753,368","158,962"
Taylor Swift,Slut! (Taylor's Version) (From The Vault),"285,132,479","352,667"
Peso Pluma,NUEVA VIDA,"283,602,233","574,319"
IVE,I AM,"283,276,954","254,831"
Zé Neto & Cristiano,Oi Balde,"283,177,837","266,384"
Rauw Alejandro,BABY HELLO,"282,647,289","243,753"
Labrinth,Never Felt So Alone,"282,566,596","229,501"
Artemas,if u think i'm pretty,"282,003,381","1,170,545"
Peso Pluma,LA PEOPLE,"281,860,456","398,269"
ENHYPEN,Bite Me,"281,134,790","310,722"
Ofenbach,Overdrive,"279,121,152","891,457"
Olivia Rodrigo,Can’t Catch Me Now,"278,880,733","317,337"
NewJeans,New Jeans,"277,344,930","420,542"
Eden Muñoz,Abcdario,"276,428,421","257,622"
Nadhif Basalamah,penjaga hati,"275,317,694","398,195"
Henrique & Juliano,Traumatizei,"272,720,374","253,338"
Veigh,Novo Balanço,"269,760,388","219,609"
BTS,Take Two,"268,952,728","125,468"
Junior H,El Tsurito,"268,769,218","305,573"
V,Rainy Days,"268,741,267","273,112"
P!nk,TRUSTFALL,"268,342,280","206,382"
Bad Bunny,UN PREVIEW,"266,657,841","221,571"
Zé Neto & Cristiano,Barulho Do Foguete,"265,816,236","455,758"
Paul Russell,Lil Boo Thang,"265,330,417","501,490"
Anuel AA,Mas Rica Que Ayer,"265,272,194","167,644"
Metro Boomin,"Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)","264,841,065","308,769"
Maria Becerra,CORAZÓN VACÍO,"264,837,044","234,215"
Peso Pluma,RUBICON,"264,753,021","346,317"
Vishal Mishra,Pehle Bhi Main,"264,707,902","486,641"
Peso Pluma,LAS MORRAS,"263,880,813","183,292"
SUICIDAL-IDOL,ecstacy (slowed),"263,426,864","403,440"
Peso Pluma,BYE,"263,104,391","202,296"
Julión Álvarez y su Norteño Banda,Regalo De Dios,"261,982,561","1,102,031"
Don Toliver,Private Landing,"261,551,977","376,354"
Måneskin,GOSSIP,"260,601,548","375,856"
Dimitri Vegas & Like Mike,Thank You (Not So Bad),"260,566,782","1,145,139"
Lewis Capaldi,Wish You The Best,"260,280,659","251,854"
Taylor Swift,I Can See You (Taylor’s Version) (From The Vault),"259,260,105","219,319"
Zach Bryan,Hey Driver,"257,050,571","666,008"
Gabito Ballesteros,LOU LOU,"257,016,512","265,429"
El Alfa,4K,"256,495,488","291,826"
Alfredo Olivas,Yo Todo Lo Doy,"255,173,487","277,867"
NewJeans,ETA,"254,640,149","348,614"
Hans Zimmer,Now We Are Free,"253,591,738","129,481"
KAROL G,S91,"253,325,250","271,908"
Olivia Rodrigo,all-american bitch,"252,429,071","391,819"
SAIKO,POLARIS,"252,278,991","266,724"
Natanael Cano,O Me Voy O Te Vas,"250,511,833","617,846"
Chino Pacas,Dijeron Que No La Iba Lograr,"250,227,409","254,635"
Aziz Hedra,Somebody's Pleasure,"249,869,045","326,711"
KAROL G,OKI DOKI,"249,419,643","525,337"
Feid,Niña Bonita,"248,213,738","198,935"
Troye Sivan,One Of Your Girls,"247,873,031","442,174"
Calvin Harris,Desire,"247,566,213","377,957"
ZWE1HVNDXR,LOVELY BASTARDS,"247,212,333","397,760"
Rels B,lo que hay x aquí,"247,121,497","432,315"
Arijit Singh,"Satranga (From ""ANIMAL"")","246,843,442","546,581"
Ghea Indrawari,Jiwa Yang Bersedih,"245,538,038","321,324"
Matheus & Kauan,Não Vitalício (Nunca Mais),"245,417,043","136,512"
Colbie Caillat,Try,"245,202,544","51,777"
Metro Boomin,"Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, NAV, feat. A Boogie Wit da","244,458,740","171,467"
Peso Pluma,BIPOLAR,"242,987,172","362,710"
Bad Bunny,FINA,"242,865,112","284,989"
Bailey Zimmerman,Religiously,"242,826,940","320,257"
Grupo Frontera,OJITOS ROJOS,"242,290,353","499,776"
Niall Horan,Heaven,"239,971,512","166,463"
Sachin-Jigar,"Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")","239,119,190","213,596"
Taylor Swift,Style (Taylor's Version),"238,357,052","491,278"
Luke Combs,Where the Wild Things Are,"238,150,214","766,889"
Shakira,Acróstico,"237,600,561","120,962"
Odetari,GOOD LOYAL THOTS,"237,403,480","267,485"
AUR,Tu hai kahan,"237,167,246","360,670"
Purple Disco Machine,Substitution,"237,016,359","365,471"
Morgan Wallen,Ain’t That Some,"236,818,195","472,770"
Alfredo Olivas,Vete,"236,793,906","478,699"
aespa,Drama,"236,632,958","715,647"
Kaliii,Area Codes,"236,621,733","168,727"
Bellakath,Reggaeton Champagne,"236,324,122","202,029"
LE SSERAFIM,UNFORGIVEN,"235,224,460","206,294"
KAROL G,PERO TÚ,"234,125,215","340,224"
Charli xcx,Speed Drive (From Barbie The Album),"233,762,269","233,972"
Apache 207,Komet,"233,523,049","183,937"
Udo Lindenberg,Komet,"233,155,174","182,184"
Taylor Swift,You’re Losing Me (From The Vault),"233,066,255","303,836"
MC Kevin o Chris,Faz um Vuk Vuk (Teto Espelhado),"232,529,922","200,907"
Oliver Anthony Music,Rich Men North of Richmond,"231,875,124","303,746"
Fuerza Regida,CRAZYZ,"229,956,044","473,834"
Oscar Maydon,Elvira,"229,428,080","676,381"
Chance Peña,i am not who i was,"228,822,670","926,181"
Emilia,No_Se_Ve.mp3,"228,822,319","190,875"
Ice Spice,Princess Diana,"228,074,411","130,975"
Grupo Firme,Qué Onda Perdida,"226,886,219","285,492"
TAEYANG,VIBE,"226,209,045","123,384"
Shubh,One Love,"225,235,387","425,886"
Tory Lanez,Hurts Me,"223,993,061","416,031"
Guilherme & Benuto,Manda um Oi,"222,947,864","191,611"
The Kid LAROI,LOVE AGAIN,"222,590,256","119,191"
Darshan Raval,Mahiye Jinna Sohna,"222,538,223","280,513"
Pritam,Tere Pyaar Mein,"222,074,324","190,953"
Atif Aslam,Tera Hone Laga Hoon,"221,845,367","329,115"
Gusttavo Lima,Canudinho,"221,073,156","158,841"
Young Miko,Lisa,"220,659,364","227,010"
SEVENTEEN,Super,"220,541,527","196,674"
KAROL G,UNA NOCHE EN MEDELLÍN,"220,389,983","562,223"
Stray Kids,S-Class,"220,142,143","208,425"
Eugenio Esquivel,Alucin,"219,842,908","220,861"
Ana Castela,Solteiro Forçado,"219,529,299","185,073"
Bibi Babydoll,Automotivo Bibi Fogosa,"219,337,777","546,562"
Big One,En La Intimidad | CROSSOVER #1,"218,133,596","144,195"
FIFTY FIFTY,Cupid,"217,861,824","106,723"
Miley Cyrus,Used To Be Young,"217,619,774","198,379"
Travis Scott,TOPIA TWINS,"217,199,017","425,572"
Selena Gomez,Single Soon,"217,167,696","182,420"
Odetari,GMFU (w/ 6arelyhuman),"215,297,185","303,217"
Natanael Cano,Pacas De Billetes,"214,983,305","394,016"
Julión Álvarez y su Norteño Banda,Lo Tienes Todo,"213,962,053","748,479"
Michelle Maciel,CCC,"213,438,626","128,933"
Christian Nodal,Por el Resto de Tu Vida,"212,967,001","280,665"
Brray,Corazón Roto,"211,456,773","148,847"
Drake,Slime You Out,"211,372,546","165,824"
Metro Boomin,"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)","210,190,862","188,352"
Soolking,Casanova,"208,178,283","308,710"
Anuv Jain,Husn,"207,839,567","505,009"
Manuel Turizo,DE LUNES A LUNES,"207,693,138","529,161"
Prabh Singh,9:45,"206,678,098","317,115"
Isabel LaRosa,older,"204,939,475","464,813"
Taylor Swift,Blank Space (Taylor's Version),"204,649,224","495,707"
Chris Brown,Angel Numbers / Ten Toes,"204,133,944","431,682"
Emilia,La_Original.mp3,"203,716,604","338,887"
Taylor Swift,Back To December (Taylor's Version),"203,560,192","195,805"
Gustavo Mioto,Quando Apaga A Luz,"203,478,012","88,302"
Jimin,Closer Than This,"202,732,024","582,001"
Shubh,Still Rollin,"202,511,649","196,952"
Ice Spice,Deli,"202,139,804","220,640"
Gorillaz,Tormenta,"201,873,033","92,172"
Anuel AA,OA,"201,727,849","404,833"
Código FN,Mood Malandro,"201,722,640","226,716"
6YNTHMANE,BRAZILIAN DANÇA PHONK,"201,589,138","291,415"
Xavi,Modo DND,"201,299,580","258,341"
Bizarrap,Fruto,"201,134,145","241,690"
Gunna,Who You Foolin,"201,104,739","139,151"
Lost Frequencies,Back To You,"200,975,983","312,485"
Peso Pluma,ROSA PASTEL,"200,760,506","163,350"
Olivia Rodrigo,the grudge,"198,874,707","278,953"
JENNIE,You & Me,"198,870,610","311,352"
Mora,REINA,"198,657,684","193,255"
Fuerza Regida,UNA CERVEZA,"198,361,288","663,355"
Madhur Sharma,Kali Kali Zulfon Ke (Lo-Fi),"197,776,116","66,439"
Hozier,Eat Your Young,"197,729,272","228,206"
Eladio Carrion,Si La Calle Llama,"196,813,952","117,530"
Taylor Swift,Hits Different,"196,756,625","164,746"
Mc Livinho,Novidade na Área,"196,313,122","93,871"
Sam Barber,Straight and Narrow,"196,303,661","443,478"
Morgan Wallen,Man Made A Bar,"196,301,006","353,125"
Kany García,Te Lo Agradezco,"195,839,318","509,563"
Odetari,LOOK DON’T TOUCH (w/ cade clair),"195,767,334","206,732"
Manu,Daqui pra Sempre,"195,579,363","247,294"
Linkin Park,Lost,"195,426,714","152,280"
King Gnu,SPECIALZ,"195,400,953","317,994"
Oscar Maydon,Skin de Bandida,"195,224,847","334,312"
Taylor Swift,Snow On The Beach,"195,097,420","173,595"
Toosii,Favorite Song,"194,919,797","169,488"
Ice Spice,In Ha Mood,"194,833,120","95,550"
Olivia Rodrigo,lacy,"194,734,272","325,135"
Ke Personajes,Pobre Corazón,"194,490,577","157,651"
David Guetta,When We Were Young (The Logical Song),"194,305,645","680,501"
Bizarrap,"Milo J: Bzrp Music Sessions, Vol. 57","193,997,461","231,362"
El Jordan 23,Cabaña,"193,831,182","208,944"
Nicki Nicole,DISPARA ***,"193,632,471","205,576"
Odetari,NARCISSISTIC PERSONALITY DISORDER,"193,531,219","196,716"
Dylan Gossett,Coal,"193,485,836","469,308"
Carin Leon,Ni Me Debes Ni Te Debo,"192,393,700","465,364"
Feid,REMIX EXCLUSIVO,"192,359,418","131,756"
Luan Santana,MEIO TERMO,"192,147,474","92,802"
Alberto Vazquez,Maracas,"191,697,372","132,118"
Peso Pluma,ROMPE LA DOMPE,"191,596,137","460,214"
Jessie Murph,Wild Ones,"191,338,162","479,155"
Arijit Singh,"O Bedardeya (From ""Tu Jhoothi Main Makkaar"")","190,712,157","121,364"
CURSEDEVIL,TUCA DONKA,"190,530,352","546,727"
TWICE,MOONLIGHT SUNRISE,"190,137,759","102,060"
Alfredo Olivas,No,"189,997,081","253,699"
Milo j,M.A.I,"189,636,634","455,717"
Taylor Swift,Say Don't Go (Taylor's Version) (From The Vault),"189,048,829","209,765"
Tatsuya Kitani,青のすみか,"188,829,037","306,253"
Luan Pereira,DENTRO DA HILUX,"188,657,701","203,465"
Rockwell,Somebody's Watching Me,"188,444,582","40,712"
jxdn,ANGELS & DEMONS,"188,391,016","37,058"
The Weeknd,Double Fantasy,"188,196,443","130,318"
Nicki Nicole,qué le pasa conmigo?,"188,002,298","499,836"
KayBlack,Melhor Só,"187,768,687","220,345"
Zach Bryan,Spotless,"187,522,702","604,581"
j-hope,on the street,"187,367,951","65,784"
Peso Pluma,GAVILÁN II,"187,223,583","308,852"
LE SSERAFIM,"Eve, Psyche & The Bluebeard’s wife","186,718,036","185,791"
K y B,Sigue,"186,484,935","289,895"
Ava Max,Maybe You’re The Problem,"186,095,237","86,256"
Taylor Swift,Mine (Taylor's Version),"185,828,784","209,733"
Zé Neto & Cristiano,Um Mês E Pouco,"185,826,926","205,487"
TOMORROW X TOGETHER,Sugar Rush Ride,"185,536,162","132,191"
Jung Kook,Yes or No,"185,530,107","312,555"
Miguel,Sure Thing,"185,402,905","76,799"
Morgan Wallen,Everything I Love,"185,278,569","192,979"
Agust D,People Pt.2,"185,111,136","108,233"
Brent Faiyaz,Best Time,"185,005,940","650,073"
Dance Fruits Music,Calabria,"184,886,072","68,669"
Vulgo FK,Ballena,"184,581,151","207,640"
Unknown Mortal Orchestra,So Good at Being in Trouble,"184,493,804","41,101"
VØJ,Memory Reboot,"184,483,373","316,371"
Simone Mendes,Dois Fugitivos,"183,813,997","240,938"
Jelly Roll,Need A Favor,"183,747,858","332,132"
Mora,DONDE SE APRENDE A QUERER?,"183,679,932","251,518"
Olivia Rodrigo,love is embarrassing,"182,566,211","338,860"
Tito Double P,DEMBOW BÉLICO,"181,533,195","206,346"
Nicki Minaj,FTCU,"181,407,956","227,491"
Maluma,COCO LOCO,"180,950,712","134,851"
Eslabon Armado,Así Lo Quiso Dios,"180,514,080","143,202"
Niklas Dee,Not Fair,"180,308,125","307,388"
Måneskin,BABY SAID,"180,031,237","225,441"
Chris Stapleton,White Horse,"179,403,719","472,624"
Zach Bryan,Tourniquet,"179,380,951","305,105"
NewJeans,Cool With You,"179,250,508","234,736"
Miley Cyrus,Jaded,"178,865,639","91,290"
Metro Boomin,Self Love (Spider-Man: Across the Spider-Verse) (Metro Boomin & Coi Leray),"177,457,163","154,932"
Memphis Cult,9mm,"177,146,077","353,582"
Karan Aujla,Softly,"176,795,345","505,708"
Bizarrap,"Rauw Alejandro: Bzrp Music Sessions, Vol. 56","176,730,622","99,891"
R3HAB,Rock My Body,"176,710,658","447,691"
Mrs. GREEN APPLE,ダンスホール,"176,244,644","242,121"
FIFTY FIFTY,Cupid,"176,214,148","89,898"
Felipe Amorim,Toca o Trompete,"175,989,655","138,681"
Lah Pat,Rodeo (Remix),"175,684,668","299,889"
1nonly,Step Back!,"175,559,631","166,223"
NF,HOPE,"175,199,460","178,959"
Drake,Virginia Beach,"175,120,174","173,461"
Odetari,I LOVE YOU HOE (w/ 9lives),"174,367,526","279,250"
Stray Kids,LALALALA,"174,266,233","330,914"
Luke Combs,Love You Anyway,"173,989,180","179,813"
LXNGVX,Montagem Mysterious Game,"173,913,387","674,793"
Atif Aslam,Tu Jaane Na,"172,661,770","242,750"
Bad Bunny,HIBIKI,"171,987,984","179,260"
Teddy Swims,The Door,"171,356,390","1,126,937"
Natanael Cano,Mas Altas Que Bajadas,"171,344,584","265,603"
Zé Neto & Cristiano,Pátio do Posto,"171,030,423","177,240"
Cris Mj,Daytona,"171,002,668","571,843"
Travis Scott,THANK GOD,"170,775,226","242,919"
Lil Mabu,MATHEMATICAL DISRESPECT,"170,715,478","88,574"
AP Dhillon,With You,"170,624,357","196,199"
Connor Price,Spinnin,"170,124,210","129,869"
Post Malone,Mourning,"169,652,168","195,661"
Becky G,POR EL CONTRARIO,"168,815,300","487,609"
Calle 24,Apaga El Cel,"168,701,324","370,119"
sped up 8282,Cupid,"168,297,051","126,858"
Alessandra,Queen of Kings,"168,266,444","106,555"
Dei V,Narcotics,"168,045,096","278,314"
Feid,BUBALU,"167,246,913","266,072"
Burna Boy,City Boys,"166,709,667","263,036"
Matuê,Conexões de Máfia,"166,576,886","127,339"
ROSALÍA,LLYLM,"166,516,182","55,574"
TINI,Muñecas,"166,463,242","77,114"
Hypaton,Be My Lover,"165,982,537","656,510"
TAEYANG,Shoong!,"165,702,016","152,325"
TRASHXRL,Sequência da Dz7,"165,560,688","308,760"
Kordhell,SCOPIN,"165,430,084","138,073"
BUNT.,Clouds,"165,411,101","328,801"
Jazzy,Giving Me,"165,395,978","308,575"
Bad Bunny,NO ME QUIERO CASAR,"164,799,323","313,320"
Davido,UNAVAILABLE,"164,662,948","169,153"
juju<3,Wasted Summers,"164,288,435","456,327"
Natanael Cano,Como Es Arriba Es Abajo,"163,735,216","243,699"
KayBlack,Segredo,"163,355,498","164,741"
Ski Aggu,Friesenjung,"163,110,977","182,965"
Tropa do Bruxo,Baile do Bruxo,"162,450,094","113,239"
Pritam,Pyaar Hota Kayi Baar Hai,"161,908,285","109,102"
Chayanne,Bailando Bachata,"161,510,043","458,158"
Lauana Prado,Me Leva Pra Casa / Escrito Nas Estrelas / Saudade,"161,256,347","200,498"
Bobby Pulido,Se Murió De Amor,"160,771,021","144,218"
Clayton & Romário,Namorando Ou Não,"160,693,707","69,218"
Lola Indigo,EL TONTO,"160,530,341","140,046"
League of Legends,GODS,"159,398,843","193,524"
Gabito Ballesteros,A Puro Dolor,"159,336,664","255,621"
Zerb,Mwaki,"159,150,234","773,394"
anees,sun and moon,"159,071,234","131,625"
Dominic Fike,Mona Lisa,"158,735,684","176,969"
Fuerza Regida,EXCESOS,"158,684,560","329,421"
Kanii,I Know,"158,545,513","110,894"
sapientdream,Past Lives,"158,082,248","317,988"
Gaby Music,No Te Quieren Conmigo,"157,964,131","357,793"
Britney Manson,FΛSHION,"157,638,946","321,254"
Mc Pedrinho,"Gol Bolinha, Gol Quadrado 2","157,588,045","90,071"
Peso Pluma,CARNAL,"156,952,748","155,533"
Olivia Rodrigo,making the bed,"156,736,641","220,124"
Nadin Amizah,Rayuan Perempuan Gila,"156,693,070","236,266"
Peso Pluma,VVS,"155,394,247","158,483"
Dermot Kennedy,Kiss Me,"155,210,981","100,088"
El Alfa,PLEBADA,"155,093,540","120,439"
Kylie Minogue,Padam Padam,"154,684,869","212,919"
Tyler Hubbard,Dancin’ In The Country,"154,424,264","210,412"
Shakira,Copa Vacía,"154,346,175","124,140"
Doble ONE Flow Letal,Mi Kryptonita,"154,074,742","253,720"
Naiara Azevedo,Palhaça,"153,929,275","56,316"
Conjunto Rienda Real,Sobran Motivos,"153,451,279","142,492"
Nicki Minaj,Red Ruby Da Sleeze,"153,365,796","83,573"
Marnik,Boyz In Paris,"153,152,170","325,575"
IVE,Kitsch,"153,104,966","114,167"
Luan Pereira,ELA PIROU NA DODGE RAM,"152,914,791","73,308"
The Kolors,ITALODISCO,"152,038,455","195,141"
Lost Frequencies,The Feeling,"152,030,713","469,888"
Alok,LET'S GET FKD UP,"151,971,902","439,148"
Anirudh Ravichander,Hukum,"151,496,552","177,017"
Hugo & Guilherme,Mágica,"151,072,339","102,008"
Murilo Huff,Anestesiado,"151,052,406","449,236"
d4vd,Sleep Well,"150,885,898","250,770"
Lewis Capaldi,Pointless,"150,772,668","78,123"
PEDRO SAMPAIO,POCPOC,"150,567,718","225,332"
Rauw Alejandro,PANTIES Y BRASIERES,"150,324,242","87,890"
KAROL G,GATITA GANGSTER,"150,301,420","325,336"
Veigh,Engana Dizendo Que Ama,"150,279,584","161,842"
Bizarrap,"Arcángel: Bzrp Music Sessions, Vol. 54","150,237,478","64,039"
Brray,Corazón Roto pt. 3,"150,071,986","170,096"
Henrique & Juliano,Quase Algo,"149,970,225","414,890"
Travis Scott,TIL FURTHER NOTICE,"149,873,931","330,350"
Sam Smith,I'm Not Here To Make Friends,"149,845,266","55,833"
