Artist,Title,Streams,Daily
Maluma,11:00 PM,"728,245,830","171,297"
Tainy,Adicto,"726,610,276","291,269"
Dalex,Pa Mí,"725,209,570","159,031"
JACKBOYS,OUT WEST,"723,562,782","270,996"
Dalex,Hola,"721,196,197","282,232"
Reik,Me Niego,"716,013,032","153,430"
Camila Cabello,My Oh My,"714,574,591","214,339"
Lana Del Rey,Doin' Time,"705,984,898","464,304"
Yot Club,YKWIM?,"704,190,287","540,855"
5 Seconds of Summer,Teeth,"702,802,439","368,449"
Sech,Otro Trago,"698,067,010","100,893"
Baby Keem,ORANGE SODA,"697,033,573","380,623"
Katy Perry,Never Really Over,"696,249,248","100,704"
Alan Walker,On My Way,"692,764,824","380,103"
Marshmello,Here With Me,"685,470,900","190,542"
Harry Styles,Lights Up,"685,434,984","94,325"
Labrinth,Still Don't Know My Name,"685,234,793","234,756"
Calvin Harris,Giant,"676,955,210","123,129"
Rauw Alejandro,Fantasias,"671,906,924","162,345"
R3HAB,All Around The World (La La La),"670,499,215","285,108"
Taylor Swift,Paper Rings,"667,719,001","350,367"
Rels B,A Mí,"663,715,225","638,494"
Martin Garrix,Summer Days,"658,833,572","183,567"
DaBaby,Suge,"651,926,894","83,757"
Billie Eilish,all the good girls go to hell,"649,804,249","177,248"
Sam Fischer,This City,"640,634,558","121,466"
"Tyler, The Creator",NEW MAGIC WAND,"638,570,003","364,907"
The Chainsmokers,Takeaway,"636,292,018","99,963"
Post Malone,Take What You Want,"634,892,574","243,078"
Labrinth,Mount Everest,"630,850,799","563,758"
OneRepublic,Rescue Me,"628,988,066","173,175"
Joji,Sanctuary,"628,473,693","222,750"
Alan Walker,"Alone, Pt. II","622,528,264","304,552"
Maluma,HP,"619,619,362","95,954"
Ghost,Mary On A Cross,"616,231,665","488,125"
The Chainsmokers,Call You Mine,"615,811,343","67,713"
James Arthur,Car's Outside,"613,771,339","809,544"
Dayglow,Can I Call You Tonight?,"611,497,638","261,319"
Rauw Alejandro,El Efecto,"605,230,271","474,127"
YOASOBI,夜に駆ける,"602,100,998","249,930"
Camilo,Tutu,"600,958,063","129,065"
NF,The Search,"599,461,625","282,258"
Bazzi,I.F.L.Y.,"598,520,943","81,301"
Bazzi,Paradise,"598,377,571","128,556"
Kehlani,Nights Like This,"595,255,672","179,851"
Sam Feldt,Post Malone,"589,067,654","86,333"
Sasha Alex Sloan,Dancing With Your Ghost,"588,921,147","278,726"
Arcángel,Sigues Con El,"588,028,637","101,844"
Luke Combs,Beer Never Broke My Heart,"585,653,286","712,310"
Sebastian Yatra,Un Año,"583,533,938","180,082"
YNW Melly,Suicidal,"581,018,211","160,904"
ROSALÍA,"Yo x Ti, Tu x Mi","579,905,216","137,961"
Ava Max,So Am I,"579,452,827","177,618"
Sia,Genius,"577,136,246","248,625"
J Balvin,UN PESO,"576,346,173","348,783"
Jeremy Zucker,you were good to me,"573,930,167","120,439"
Post Malone,Hollywood's Bleeding,"568,360,346","236,451"
Zach Bryan,Heading South,"567,890,759","1,139,321"
PUBLIC,Make You Mine,"567,544,576","151,608"
Cardi B,Please Me,"564,074,186","245,670"
Billie Eilish,listen before i go,"563,956,877","180,105"
Sia,Thunderclouds,"563,123,125","96,895"
Lil Tecca,Love Me,"562,384,105","234,115"
Sech,Otro Trago,"559,705,536","108,394"
Lana Del Rey,Cinnamon Girl,"557,500,358","708,213"
DJ Luian,Verte Ir,"557,140,394","118,897"
Dave,Location,"555,031,384","237,827"
Camila Cabello,Shameless,"554,238,145","575,227"
Marshmello,One Thing Right,"552,371,348","142,717"
Nicky Jam,Te Robaré,"551,494,121","75,635"
The Chainsmokers,Who Do You Love,"547,924,583","64,343"
NLE Choppa,Camelot,"547,789,504","159,649"
Roddy Ricch,High Fashion,"545,246,119","98,252"
Labrinth,All For Us,"542,967,903","347,407"
Liana Flores,rises the moon,"541,461,108","659,736"
Christian Nodal,De Los Besos Que Te Di,"540,686,897","408,931"
SHAED,Trampoline,"538,445,168","92,687"
Lizzo,Juice,"536,450,591","91,118"
Katy Perry,Harleys In Hawaii,"533,720,868","267,720"
Logic,Homicide,"532,529,397","96,280"
Quality Control,Baby (Lil Baby feat. DaBaby),"531,790,620","177,237"
James Arthur,Falling Like The Stars,"531,086,224","126,752"
Mac DeMarco,Heart To Heart,"527,302,668","669,482"
Andy Grammer,Don't Give Up On Me,"525,742,007","335,216"
Myke Towers,Si Se Da,"523,884,111","229,107"
Juice WRLD,Let Me Know (I Wonder Why Freestyle),"521,137,469","319,709"
Billie Eilish,my strange addiction,"519,745,544","172,310"
Doja Cat,Like That,"518,266,928","149,941"
Jonas Brothers,Only Human,"514,434,415","111,130"
BROCKHAMPTON,SUGAR,"512,583,825","86,827"
Harry Styles,Fine Line,"510,678,388","312,032"
Reik,Amigos Con Derechos,"509,958,235","129,121"
Calibre 50,Si Te Pudiera Mentir,"509,911,429","227,746"
Kaash Paige,Love Songs,"509,054,537","691,449"
Clairo,Bubble Gum,"506,601,823","293,732"
NLE Choppa,Shotta Flow,"506,479,478","163,990"
mgk,I Think I'm OKAY,"502,877,419","138,936"
SLANDER,Love Is Gone,"502,023,092","302,890"
Camila Cabello,Liar,"492,696,173","56,459"
YNW Melly,223's,"491,112,808","121,753"
Lauv,lonely,"490,556,813","51,751"
TWICE,FANCY,"485,983,247","189,552"
Lil Uzi Vert,Sanguine Paradise,"483,536,135","76,283"
"Tyler, The Creator",ARE WE STILL FRIENDS?,"480,603,677","424,796"
Rex Orange County,Pluto Projector,"479,474,809","238,512"
Ozuna,Baila Baila Baila,"478,443,247","187,282"
Red Velvet,Psycho,"478,145,043","135,914"
Rammstein,Deutschland,"476,470,631","288,261"
Billie Eilish,xanny,"469,203,849","91,895"
Morgan Wallen,Cover Me Up,"468,930,260","205,366"
NIKI,lowkey,"468,007,875","256,112"
Maren Morris,The Bones,"465,683,491","76,859"
Old Dominion,One Man Band,"465,458,374","586,282"
Post Malone,Saint-Tropez,"464,637,070","82,937"
Rich Music LTD,Quizas,"462,565,610","117,714"
Baby Keem,HONEST,"462,515,904","298,473"
Summer Walker,Playing Games,"461,361,860","269,188"
Frank Ocean,In My Room,"461,048,198","206,418"
Pamungkas,To the Bone,"460,041,048","323,052"
24kGoldn,VALENTINO,"460,011,113","86,493"
H.E.R.,Could've Been,"459,927,351","258,633"
Post Malone,Enemies,"456,710,734","58,050"
Lil Tecca,Did It Again,"450,846,650","193,000"
Sech,Que Mas Pues,"445,068,868","93,295"
Hozier,Almost (Sweet Music),"443,604,979","308,498"
Carin Leon,Me la Avente,"443,253,220","226,503"
Young Thug,Hot (Remix) [feat. Gunna and Travis Scott],"441,450,513","181,556"
LiSA,紅蓮華,"440,740,435","208,814"
Tiësto,Ritual,"437,411,610","81,197"
Natanael Cano,Amor Tumbado,"436,584,733","460,548"
Billie Eilish,ilomilo,"435,554,796","166,275"
DaBaby,VIBEZ,"435,085,422","51,980"
Lil Tecca,Ransom,"435,056,436","170,208"
P!nk,Walk Me Home,"432,341,615","64,790"
Lenin Ramírez,Yo Ya No Vuelvo Contigo,"426,629,180","161,960"
YNW Melly,Mixed Personalities,"426,570,547","69,530"
Lil Tjay,Sex Sounds,"426,159,606","247,398"
Lil Baby,Woah,"426,138,541","103,056"
Lil Mosey,Stuck In A Dream,"425,936,415","55,767"
Kanye West,Follow God,"424,530,167","154,712"
JACKBOYS,GATTI,"423,202,357","144,378"
Doja Cat,Rules,"422,888,990","168,161"
Tyga,Ayy Macarena,"421,173,585","75,371"
"Tyler, The Creator","GONE, GONE / THANK YOU","420,988,900","242,518"
Dalex,Cuaderno,"420,344,857","100,895"
Dean Lewis,Half A Man,"420,095,876","201,474"
Taylor Swift,Daylight,"418,871,628","412,737"
YoungBoy Never Broke Again,Make No Sense,"417,990,046","175,407"
Apache 207,Roller,"417,379,374","123,652"
Junior H,Ella,"415,657,970","206,395"
Taylor Swift,The Archer,"414,562,434","260,900"
Dermot Kennedy,Power Over Me,"414,253,018","145,744"
Natalie Taylor,Surrender,"410,592,350","94,412"
24kGoldn,CITY OF ANGELS,"410,316,223","74,378"
Lil Skies,I,"409,339,003","106,862"
Charlie Puth,Cheating on You,"406,028,587","160,162"
Gabby Barrett,I Hope,"405,945,227","118,379"
Feid,PORFA,"404,701,291","173,310"
Riton,Turn Me On,"404,277,855","89,147"
Haze,Piensan,"402,482,215","293,519"
Taylor Swift,Miss Americana & The Heartbreak Prince,"402,283,928","389,380"
Drake,Trust Issues,"400,969,748","280,633"
Lil Peep,white tee,"400,835,306","293,663"
Saweetie,My Type,"400,827,113","209,721"
Florida Georgia Line,Simple,"398,923,841","110,105"
Kevin Kaarl,Vámonos a Marte,"398,677,792","211,000"
Ed Sheeran,Cross Me,"398,134,681","38,978"
Vierre Cloud,moment,"397,174,492","245,852"
Giveon,Like I Want You,"395,653,668","246,470"
Tyler Childers,All Your'n,"395,282,160","535,097"
Tones And I,Never Seen the Rain,"394,753,867","43,618"
Taylor Swift,Afterglow,"393,636,423","208,007"
Young Thug,Hot,"393,355,151","81,576"
Ava Max,Salt,"392,615,801","65,217"
Aaron May,Let Go,"390,422,395","416,632"
Reik,Indeciso,"389,802,437","68,183"
KEVIN ROLDAN,HASTA ABAJO,"386,071,519","111,419"
Kevin Kaarl,San Lucas,"384,334,752","239,645"
Joyner Lucas,Isis,"382,003,025","79,878"
Alex Rose,Jangueo,"381,918,407","69,100"
Normani,Motivation,"380,055,725","60,862"
Daddy Yankee,Que Tire Pa Lante,"378,378,263","49,684"
Blake Shelton,God's Country,"377,672,444","162,557"
iann dior,emotions,"377,450,292","86,976"
Ariana Grande,Don’t Call Me Angel (Charlie’s Angels),"375,764,994","92,067"
Bruno Major,Nothing,"375,256,584","193,753"
MEDUZA,Piece Of Your Heart,"374,786,482","161,718"
Taylor Swift,All Of The Girls You Loved Before,"374,743,460","251,678"
Billie Eilish,bad guy,"374,331,265","36,296"
Eladio Carrion,Kemba Walker,"372,778,426","177,650"
Arijit Singh,"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")","372,553,786","543,782"
Luke Combs,Better Together,"369,217,652","206,726"
Sean Paul,Contra La Pared,"368,433,793","61,640"
Doja Cat,Juicy,"368,421,460","90,918"
TWICE,Feel Special,"368,021,144","123,012"
Peach Tree Rascals,Mariposa,"367,639,015","116,155"
Stormzy,Vossi Bop,"366,168,933","80,535"
Falling In Reverse,Popular Monster,"365,331,634","220,790"
Aya Nakamura,Djadja,"362,780,943","51,397"
Trippie Redd,The Grinch,"361,881,707","151,024"
benny blanco,Graduation,"361,631,467","61,525"
Endor,Pump It Up,"361,204,968","190,767"
NF,When I Grow Up,"360,822,947","131,960"
Kevin Kaarl,Colapso,"358,850,243","186,185"
Dreamville,Under The Sun,"357,587,609","141,158"
iKON,LOVE SCENARIO,"356,285,044","94,764"
Polo G,Through Da Storm,"356,084,415","93,257"
Los Ángeles Azules,Amor A Primera Vista,"355,504,553","163,103"
Stormzy,Own It,"354,847,448","90,919"
Miley Cyrus,Slide Away,"354,310,904","53,750"
Cafuné,Tek It,"354,243,260","764,439"
Bakar,Hell N Back,"353,179,492","640,471"
DaBaby,TOES,"353,002,736","58,175"
Henrique & Juliano,Liberdade Provisória,"352,844,038","286,387"
Danna Paola,Mala Fama,"351,525,601","99,561"
Blanco Brown,The Git Up,"351,105,410","86,624"
Harry Styles,Cherry,"347,651,353","88,071"
NATTI NATASHA,La Mejor Versión de Mi,"346,847,731","145,949"
Taylor Swift,I Forgot That You Existed,"345,864,860","137,775"
YK Osiris,Worth It,"345,480,865","116,116"
benny blanco,"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)","345,339,286","31,358"
Santa Fe Klan,Debo Entender,"344,891,961","198,491"
Post Malone,Die For Me,"344,725,110","82,214"
ZAYN,A Whole New World (End Title),"343,212,095","54,172"
Taylor Swift,Cornelia Street,"342,810,333","217,518"
Niall Horan,Nice To Meet Ya,"342,417,393","70,987"
YUNGBLUD,parents,"342,309,266","119,301"
Alvaro Soler,La Cintura,"342,160,671","73,025"
Taylor Swift,London Boy,"341,650,909","192,786"
Rauw Alejandro,El Efecto,"340,342,283","105,312"
Harry Styles,She,"340,185,404","71,193"
Lana Del Rey,Happiness is a butterfly,"339,486,684","209,887"
Doja Cat,Tia Tamera,"339,454,203","141,106"
Vishal Mishra,"Kaise Hua (From ""Kabir Singh"")","339,267,088","342,785"
Lewis Capaldi,Forever,"334,845,715","135,008"
Mustard,Baguettes in the Face,"334,710,529","44,814"
Lil Uzi Vert,Futsal Shuffle 2020,"332,443,659","47,992"
LUM!X,Monster,"331,724,988","123,970"
Sech,Si Te Vas,"331,254,346","31,657"
Mau y Ricky,La Boca,"331,242,358","60,676"
Myke Towers,La Playa,"331,085,681","157,964"
Cafuné,Tek It,"329,218,373","369,485"
Dermot Kennedy,Outnumbered,"328,793,193","52,107"
Nicky Jam,Whine Up,"328,763,071","32,715"
The Backseat Lovers,Kilby Girl,"328,341,887","205,539"
BTS,Mikrokosmos,"328,256,539","74,793"
Clairo,Bags,"328,197,917","369,549"
Ant Saunders,Yellow Hearts,"327,697,590","27,563"
Labrinth,Forever,"326,689,726","82,574"
XXXTENTACION,bad vibes forever,"326,577,157","359,492"
Mrs. GREEN APPLE,インフェルノ,"325,538,656","297,372"
girl in red,bad idea!,"325,168,971","165,276"
Rod Wave,Heart On Ice,"324,776,467","113,630"
Junior H,Disfruto Lo Malo,"323,074,878","172,519"
KAROL G,Ocean,"322,457,700","251,253"
Nio Garcia,Mírame,"322,232,413","146,560"
Virgoun,Selamat (Selamat Tinggal),"320,949,669","351,575"
Jorja Smith,Be Honest,"320,309,047","116,332"
Duki,Goteo,"320,304,558","139,027"
Justin Wellington,Iko Iko (My Bestie),"320,259,145","106,637"
Myke Towers,Si Se Da,"319,620,090","46,185"
Jax Jones,All Day And Night,"319,452,236","76,698"
iann dior,gone girl,"319,450,247","35,230"
Mabel,Mad Love,"319,063,076","48,721"
Sebastian Yatra,Cristina,"318,438,909","111,720"
Beéle,Loco,"318,375,149","436,781"
BTS,HOME,"318,326,033","72,309"
Ellie Goulding,Sixteen,"318,169,160","14,823"
Don Patricio,Contando Lunares,"317,453,987","81,723"
A$AP Ferg,"Dreams, Fairytales, Fantasies","315,950,636","327,516"
Arcángel,Infeliz,"315,458,310","85,518"
Santa Fe Klan,Te Ire A Buscar,"312,354,587","140,761"
DaniLeigh,Easy,"312,078,283","101,448"
Daddy Yankee,Si Supieras,"311,791,235","105,977"
Ruel,Painkiller,"311,591,722","64,006"
J Balvin,Blanco,"311,131,688","37,702"
BTS,Make It Right,"310,905,282","62,282"
Billie Eilish,8,"310,586,610","59,828"
Avicii,Heaven,"310,224,376","50,986"
Miley Cyrus,Mother's Daughter,"309,916,890","46,251"
Tommee Profitt,In The End,"309,557,198","103,079"
Lunay,Aventura,"309,464,097","61,824"
Tory Lanez,The Take,"309,172,326","72,462"
Lil Nas X,Rodeo,"309,165,458","40,439"
Lana Del Rey,Norman fucking Rockwell,"308,868,406","177,009"
Offset,Clout,"308,714,665","46,818"
A-Wall,Loverboy,"307,202,708","124,232"
AnnenMayKantereit,Tom's Diner,"306,312,047","212,727"
Paulo Londra,Por Eso Vine,"306,167,450","109,191"
Dalex,Bellaquita (Remix),"305,385,705","61,590"
Harry Styles,"Sunflower, Vol. 6","305,314,737","67,945"
awfultune,i met sarah in the bathroom,"302,773,110","103,655"
Why Don't We,Big Plans,"302,572,561","39,173"
"Tyler, The Creator",I THINK,"302,373,443","133,559"
Why Don't We,What Am I,"301,652,671","41,112"
Jonas Blue,What I Like About You,"300,907,378","17,705"
Morgan Wallen,This Bar,"300,560,993","153,300"
Slipknot,Unsainted,"300,093,190","133,076"
Akhil,"Duniyaa (From ""Luka Chuppi"")","299,994,606","302,491"
BLACKPINK,Don't Know What To Do,"299,468,137","104,541"
Post Malone,On The Road,"299,467,214","67,534"
Melanie Martinez,Teacher's Pet,"299,169,422","234,473"
Kygo,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")","297,424,484","22,764"
Taylor Swift,Death By A Thousand Cuts,"296,442,134","153,068"
Cavetown,Juliet,"295,582,480","149,662"
Sia,Audio,"295,505,132","38,261"
Ir Sais,Dream Girl,"294,530,291","100,580"
Marshmello,Project Dreams,"294,205,063","28,901"
Young Thug,Bad Bad Bad,"293,817,986","79,753"
jagger finn,Vas,"293,569,234","119,035"
Diplo,On My Mind,"292,977,093","98,574"
Danny Ocean,Swing,"292,552,355","94,156"
Sonder,What You Heard,"292,510,029","291,360"
Taylor Swift,Lover (Remix) [feat. Shawn Mendes],"292,469,378","88,115"
Polo G,Chosen 1,"292,147,868","104,517"
Manuel Turizo,Esclavo de Tus Besos,"291,037,032","35,045"
mxmtoon,prom dress,"290,096,982","93,686"
Burna Boy,On the Low,"289,233,545","162,307"
Lucky Luke,Cooler Than Me,"289,045,772","73,284"
Bea Miller,feel something,"288,573,572","38,275"
Marília Mendonça,Supera,"286,890,538","148,623"
Halsey,Nightmare,"285,907,620","50,401"
King Von,"Crazy Story, Pt. 3","285,620,846","261,612"
Dominic Fike,Phone Numbers,"285,086,828","196,636"
TOKYO’S REVENGE,GOODMORNINGTOKYO!,"284,207,085","56,005"
Taylor Swift,I Think He Knows,"284,083,467","146,885"
Luh Kel,Wrong,"283,111,078","65,534"
Greeicy,Destino,"282,653,332","92,020"
Niall Horan,Put A Little Love On Me,"282,630,087","68,111"
mgk,Candy,"281,826,870","66,929"
Hindia,Rumah Ke Rumah,"281,007,578","467,037"
Wolfine,Escápate Conmigo,"280,761,663","179,941"
Ed Sheeran,Best Part of Me,"279,956,160","33,568"
Sabrina Carpenter,Looking at Me,"279,613,881","440,197"
Lil Tjay,Leaked,"279,413,490","79,570"
Megan Thee Stallion,Hot Girl Summer,"278,297,036","42,829"
Hindia,Evaluasi,"273,133,643","285,952"
Darell,Velitas,"271,213,168","99,656"
BTS,Dionysus,"271,043,082","53,615"
MAMAMOO,HIP,"270,140,850","82,104"
ilyTOMMY,Forever,"270,098,415","186,671"
Pop Smoke,Welcome To The Party,"269,468,603","72,887"
Luke Bryan,Knockin' Boots,"269,326,875","146,055"
NF,Time,"269,213,030","80,643"
BTS,Make It Right,"268,904,882","43,378"
SoFaygo,Knock Knock,"268,726,358","76,583"
Dayglow,Hot Rod,"268,591,992","89,094"
Megan Thee Stallion,Cash Shit,"267,918,408","53,476"
Sebastian Yatra,Runaway,"267,336,896","26,421"
21 Savage,Immortal,"266,539,206","88,346"
Rich The Kid,Splashin,"264,235,950","19,165"
Calibre 50,Simplemente Gracias,"264,147,053","115,575"
Tom Petty,Runnin' Down A Dream,"263,929,462","144,623"
James TW,You & Me,"262,643,626","40,714"
Ninho,La vie qu'on mène,"261,816,323","147,202"
NLE Choppa,Shotta Flow,"261,558,298","65,446"
Rich Music LTD,Porno,"261,365,697","143,129"
Jack & Jack,No One Compares To You,"261,173,344","16,035"
Ed Sheeran,Antisocial,"260,351,695","35,592"
Zedd,Good Thing,"260,290,748","40,405"
Marília Mendonça,Bebi Liguei,"260,097,970","71,490"
James Bay,Peer Pressure,"259,621,541","30,506"
Logic,Keanu Reeves,"259,526,857","19,697"
Luke Combs,Even Though I'm Leaving,"259,407,974","104,794"
La Adictiva,El Amor de Mi Vida,"258,313,542","250,253"
Polo G,Heartless,"257,974,063","70,156"
El Fantasma,El Circo,"256,764,711","192,906"
Nea,Some Say,"256,113,689","38,610"
Brent Faiyaz,Rehab (Winter In Paris),"256,109,356","165,215"
Harry Styles,To Be So Lonely,"255,853,688","48,914"
PARTYNEXTDOOR,LOYAL,"254,813,601","57,296"
Thomas Rhett,Look What God Gave Her,"253,700,846","88,641"
K-391,Play,"253,501,336","106,803"
Henrique & Juliano,Briga Feia,"252,936,167","180,613"
"Tyler, The Creator",RUNNING OUT OF TIME,"251,703,830","171,641"
Noah Cyrus,July,"251,672,238","137,589"
Summer Walker,Come Thru,"251,632,015","91,082"
MAX,Love Me Less,"251,110,567","21,734"
Doja Cat,Cyber Sex,"251,091,700","65,680"
Billie Eilish,goodbye,"250,585,816","70,737"
Pritam,Khairiyat,"250,222,026","192,505"
Manuel Turizo,Te Quemaste,"249,615,178","49,298"
Hindia,Secukupnya,"249,479,660","284,834"
Marília Mendonça,Ciumeira,"248,898,395","82,388"
AJ Tracey,Ladbroke Grove,"248,530,588","81,866"
OFFICIAL HIGE DANDISM,Pretender,"247,917,892","91,065"
Grupo Marca Registrada,El Doctor,"247,354,682","98,145"
Lil Nas X,Panini,"247,159,528","20,307"
Khalid,Up All Night,"246,894,344","16,980"
Zedd,365,"246,505,414","37,208"
Taylor Swift,False God,"246,283,206","185,475"
Ashnikko,STUPID,"245,969,963","54,498"
ITZY,DALLA DALLA,"245,814,603","66,903"
Khalid,Outta My Head,"244,847,985","52,348"
Galantis,Bones,"244,633,383","22,992"
Mahmood,Soldi,"244,613,951","49,391"
Matheus & Kauan,Vou Ter Que Superar,"244,558,101","86,154"
Natanael Cano,El de La Codeina,"244,392,749","280,589"
Quality Control,"Leave Em Alone (Layton Greene, Lil Baby feat. City Girls, PnB Rock)","243,724,566","86,654"
XXXTENTACION,Ex Bitch,"243,620,969","141,375"
Martin Jensen,Nobody,"243,345,907","17,554"
Jaden,Summertime In Paris,"242,933,456","42,073"
Maggie Rogers,Light On,"242,765,931","107,389"
Freya Ridings,Castles,"242,031,070","37,539"
Trippie Redd,Who Needs Love,"241,943,861","80,011"
Lil Peep,I've Been Waiting (w/ ILoveMakonnen & Fall Out Boy),"241,936,225","27,522"
Juju,Vermissen,"241,919,269","75,323"
Maluma,No Se Me Quita,"241,596,613","36,031"
Hozier,Would That I,"241,029,033","336,718"
Bizarrap,"Nicki Nicole: Bzrp Music Sessions, Vol. 13","240,623,165","92,818"
Lykke Li,sex money feelings die,"240,469,942","61,091"
Mike Bahía,Detente,"240,433,812","57,059"
Gabby Barrett,The Good Ones,"240,258,705","92,067"
Ed Sheeran,Remember The Name,"239,750,294","72,411"
Cartel De Santa,Burbujas de Cristal,"239,318,680","163,740"
Danna Paola,Oye Pablo,"238,963,984","40,433"
Noah Kahan,False Confidence,"238,401,409","168,028"
Stephanie Poetri,I Love You 3000,"238,358,026","96,801"
WOS,CANGURO,"238,345,538","58,689"
Heuss L'enfoiré,Moulaga,"238,151,217","111,647"
