Artist,Title,Streams,Daily
mgk,maybe,"172,542,830","140,031"
JVKE,this is what heartbreak feels like,"172,503,400","137,082"
Gazo,DIE,"172,472,243","79,973"
NMIXX,O.O,"172,410,197","76,445"
Sofía Reyes,Marte,"171,775,330","43,555"
ANOTR,Relax My Eyes,"171,235,566","451,143"
Diego & Victor Hugo,Beijo de Glicose,"170,522,279","32,767"
George Ezra,Anyone For You (Tiger Lily),"169,809,971","66,576"
Jessi,ZOOM,"169,734,497","65,198"
P!nk,Never Gonna Not Dance Again,"168,862,195","110,358"
Supermode,Tell Me Why,"168,842,343","262,915"
James Arthur,Car's Outside,"168,372,891","155,680"
Yeat,On tha linë,"168,201,982","154,065"
Miksu / Macloud,Sehnsucht,"168,123,817","97,694"
Grupo Marca Registrada,Puro Campeón,"167,769,284","95,693"
Zé Felipe,Malvada,"167,747,645","23,880"
Riar Saab,Obsessed,"167,459,034","118,610"
Pheelz,Finesse,"167,340,196","99,905"
TOMORROW X TOGETHER,Good Boy Gone Bad,"167,046,540","84,133"
Nina Chuba,Wildberry Lillet,"166,509,418","97,700"
Lainey Wilson,Heart Like A Truck,"166,394,659","186,825"
Lojay,Monalisa,"166,235,485","189,999"
Dilaw,Uhaw (Tayong Lahat),"166,188,469","120,823"
NMIXX,DICE,"166,107,177","105,411"
Soolking,Suavemente,"165,859,644","122,240"
Jax,Victoria's Secret,"165,816,630","94,754"
Harry Styles,Boyfriends,"165,567,164","47,755"
Los Gemelos De Sinaloa,No Le Aflojo,"165,414,972","101,181"
Ivan Cornejo,J.,"164,273,929","130,613"
GloRilla,Tomorrow 2,"164,072,122","121,087"
Pritam,Deva Deva,"163,672,259","118,767"
SDM,Bolide allemand,"163,660,679","254,132"
Montell Fish,Bathroom,"163,638,994","356,889"
Jonas Blue,Don’t Wake Me Up,"163,630,662","58,816"
Beyoncé,HEATED,"163,294,008","91,581"
Lyodra,Sang Dewi,"163,061,774","98,327"
Bizarrap,"Duki: Bzrp Music Sessions, Vol. 50","162,657,453","77,396"
Mc Paiva ZS,Bagulho Louco,"162,531,943","175,070"
Danna Paola,XT4S1S,"162,258,725","71,486"
Blessd,Tendencia Global,"161,752,501","87,961"
Lazza,CENERE,"161,695,313","101,218"
Juice WRLD,Burn,"161,674,168","81,191"
Gorillaz,New Gold,"161,416,664","109,840"
Diplo,Don't Forget My Love,"161,328,472","115,102"
UZI,SENIN UGRUNA,"161,054,833","122,825"
NLE Choppa,DO IT AGAIN,"161,029,953","115,086"
UZI,ARASAN DA,"160,981,100","63,478"
Alan Walker,Fade,"160,855,205","15,141"
Dedublüman,Belki,"160,625,158","107,903"
Yahritza Y Su Esencia,Soy El Unico,"160,317,433","33,620"
SZA,Used,"160,309,042","102,362"
Laddi Chahal,Rubicon Drill,"160,147,835","131,695"
Sidhu Moose Wala,The Last Ride,"159,683,228","71,729"
Louis Armstrong,Cheek to Cheek,"159,613,667","69,579"
BIBI,BIBI Vengeance,"159,517,325","113,897"
Montell Fish,Destroy Myself Just For You,"159,464,022","226,902"
Giveon,Lost Me,"159,419,601","108,179"
Dove Cameron,Breakfast,"158,993,864","100,975"
Taylor Swift,High Infidelity,"158,745,168","82,493"
Stars Music Chile,Marisola,"158,134,077","44,930"
Mc Jacaré,Vento Forte,"157,805,335","88,186"
Zé Neto & Cristiano,Melhor Ser uma Saudade,"157,757,688","37,251"
Julianno Sosa,Cochinae,"157,688,571","47,442"
Jack Harlow,Churchill Downs,"157,684,251","59,726"
Yeat,Poppin,"157,650,471","84,538"
Beyoncé,AMERICA HAS A PROBLEM,"156,839,483","71,186"
Morat,506,"156,623,448","120,597"
Kendrick Lamar,Silent Hill,"156,574,823","84,231"
SiM,The Rumbling,"156,483,838","104,817"
aespa,Illusion,"155,976,194","96,015"
The Chainsmokers,High,"155,919,672","36,576"
DJ Robin,Layla,"155,785,543","46,787"
Rogerinho,Tchuco Nela,"155,679,392","25,838"
SEVENTEEN,Darl+ing,"155,608,961","99,967"
Los Farmerz,Hublot,"155,440,117","156,147"
Hugo & Guilherme,Meu Número,"155,191,452","64,071"
Drake,Hours In Silence,"154,602,580","123,609"
B.I,BTBT,"154,315,367","80,455"
NIKI,High School in Jakarta,"154,217,635","85,746"
Tiago PZK,Nos Comemos,"153,732,703","24,276"
Dj LK da Escócia,Tubarão Te Amo,"153,550,867","67,768"
Red Velvet,Feel My Rhythm,"153,449,974","89,380"
Lasso,Ojos Marrones,"152,887,133","78,219"
Kadu Martins,Novinha do Onlyfans (Tchan Ran Tchan Tchan),"152,635,205","50,547"
Güneş,Suçlarımdan Biri,"152,487,896","80,417"
Noah Kahan,Homesick,"152,052,702","222,712"
Mahmood,Brividi,"151,999,615","34,610"
Juice WRLD,Girl Of My Dreams,"151,595,099","45,263"
The Weeknd,How Do I Make You Love Me?,"151,263,423","51,889"
A1 x J1,Night Away (Dance),"151,251,562","46,697"
NIKI,Oceans & Engines,"150,524,657","200,124"
Alan Walker,Spectre,"150,468,460","11,888"
Øneheart,snowfall (Slowed + Reverb),"150,341,458","168,988"
Myke Towers,ULALA (OOH LA LA),"149,915,040","41,233"
Tom Odell,Another Love,"149,806,175","160,892"
Labrinth,I’m Tired,"149,721,861","46,879"
SZA,Special,"149,654,239","106,699"
Tulus,Diri,"149,510,322","149,734"
Eminem,Kings Never Die,"149,233,707","29,325"
Rema,Soundgasm,"148,898,945","126,262"
SZA,Seek & Destroy,"148,582,139","75,232"
El Alfa,Los Aparatos,"148,402,961","197,088"
Ion Miles,Powerade,"148,336,083","80,569"
Shouse,Won't Forget You (Edit),"148,231,059","105,923"
GOT the beat,Step Back,"148,205,220","52,431"
Lil Durk,What Happened To Virgil,"147,744,238","52,526"
Mora,ESCALOFRÍOS,"147,711,641","248,536"
OFFICIAL HIGE DANDISM,MIXED NUTS,"147,639,764","97,694"
Marília Mendonça,Te Amo Demais,"147,552,528","63,985"
Tiakola,Meuda,"147,328,834","128,953"
ZODIVK,Devil Eyes,"147,296,792","118,836"
Ak4:20,Me Arrepentí,"147,097,777","68,387"
Drake,Broke Boys,"146,407,808","56,661"
Nardo Wick,Dah Dah DahDah,"146,364,052","82,440"
SHADXWBXRN,PRINCE OF DARKNESS,"146,072,346","71,407"
Israel & Rodolffo,Perdoou Nada,"145,650,334","42,691"
Lil Yachty,Poland,"145,237,131","48,006"
Gusttavo Lima,Fala Mal de Mim,"145,136,952","30,178"
Calvin Harris,Stay With Me,"145,093,904","40,377"
Burna Boy,Alone,"144,966,200","102,763"
BTS,For Youth,"144,844,635","55,728"
The Weeknd,Gasoline,"144,833,824","82,807"
Tate McRae,chaotic,"144,652,699","68,093"
KK,"Kya Mujhe Pyar Hai (From ""Woh Lamhe"")","144,600,518","182,622"
Victony,Soweto,"144,063,878","242,449"
MC Braz,Kikando e Me Olhando,"143,750,707","68,209"
BoyWithUke,Understand,"143,127,686","94,227"
Gerardo Coronel,Te Felicito,"142,537,868","110,007"
El Jordan 23,Bailando,"142,476,588","61,735"
Juice WRLD,Wandered To LA,"142,454,944","28,688"
Gloria Groove,VERMELHO,"142,378,935","75,808"
Jengi,Bel Mercy,"142,264,727","100,724"
The 1975,I'm In Love With You,"141,990,650","91,712"
Lainey Wilson,Watermelon Moonshine,"141,983,616","252,219"
Matheus & Kauan,Basiquinho,"141,936,897","29,572"
Ezhel,Nerdesin,"141,879,920","68,739"
Semicenk,Unutmak Öyle Kolay Mı Sandın,"141,795,433","103,904"
Kungs,Clap Your Hands,"141,292,981","70,846"
Rosa Linn,SNAP,"141,130,079","50,186"
Burna Boy,It's Plenty,"141,051,232","115,800"
Xantesha,SUNRISE (Slowed + Reverb),"141,020,632","136,399"
Kelvin Jones,Love to Go,"140,915,397","47,000"
Juice WRLD,In My Head,"140,640,544","66,892"
King Von,Don't Play That,"140,461,912","65,687"
Henrique & Juliano,Evento Cancelado,"140,337,267","55,978"
Metro Boomin,Umbrella,"139,986,474","83,460"
Yago Oproprio,Imprevisto,"139,983,101","133,393"
Montell Fish,Talk 2 Me,"139,947,896","168,097"
Soolking,Balader,"139,924,732","107,284"
Sigala,Melody,"139,917,862","52,054"
(G)I-DLE,MY BAG,"139,646,241","88,678"
Aditya Rikhari,Samjho Na,"139,415,535","303,418"
JBEE,Next Up,"139,061,417","63,089"
Alonzo,TOUT VA BIEN,"138,924,841","54,372"
Mitraz,Akhiyaan,"137,793,688","99,363"
Paul Partohap,P.S. I LOVE YOU,"137,151,663","110,681"
Feid,Castigo,"136,073,820","90,137"
Lil Mabu,NO SNITCHING,"135,225,859","70,244"
Izzamuzzic,Shootout,"135,062,257","90,970"
Yuridia,¿Y Qué Tal Si Funciona?,"134,819,217","153,938"
Siddhartha,0:00,"134,817,461","133,666"
HARDY,wait in the truck,"134,763,628","161,202"
phonk.me,GHOST!,"134,685,080","145,647"
Rogerinho,Botadinha Saliente,"134,470,276","23,126"
Luan Santana,CORAÇÃO CIGANO,"134,270,080","77,883"
Future,LOVE YOU BETTER,"133,752,366","101,490"
Wyatt Flores,Please Don't Go,"133,646,892","257,596"
Stromae,L’enfer,"133,627,072","58,048"
NAV,Never Sleep,"133,548,299","46,443"
Future,I'M ON ONE,"133,125,555","47,252"
Noah Kahan,Orange Juice,"132,954,030","245,824"
Taylor Swift,Dear Reader,"132,735,623","83,292"
Daddy Yankee,BOMBÓN,"132,622,999","65,686"
Chris Lebron,Desde Mis Ojos,"132,440,756","71,574"
Whitney Houston,How Will I Know,"132,320,153","58,244"
Russ Millions,Reggae & Calypso (Russ Millions x Buni x YV),"132,216,207","42,828"
Mario G klau,Semata Karenamu,"132,197,819","93,732"
charlieonnafriday,Enough,"132,136,815","88,156"
ATE,Diğer Yarım,"131,972,748","63,056"
Beyoncé,COZY,"131,913,432","61,363"
Post Malone,Wrapped Around Your Finger,"131,801,526","83,744"
Trueno,SOLO POR VOS,"131,756,086","221,480"
SleazyWorld Go,Sleazy Flow,"131,737,497","85,841"
Vicco,Nochentera,"131,517,786","99,563"
AP Dhillon,Dil Nu,"131,475,152","110,988"
BLACKPINK,The Happiest Girl,"131,269,728","70,306"
Red Hot Chili Peppers,Black Summer,"131,267,944","54,087"
Beyoncé,I'M THAT GIRL,"131,181,391","60,446"
La Joaqui,Butakera,"131,011,764","64,472"
Henrique & Juliano,Meu Amor,"130,975,104","308,300"
Fujii Kaze,Matsuri,"130,591,191","118,969"
Dikshant,Aankhon Se Batana,"130,543,480","112,838"
TINI,Fantasi,"130,487,584","41,451"
Julión Álvarez y su Norteño Banda,Fuentes De Ortiz,"130,371,723","106,060"
Kygo,Woke Up in Love,"130,343,976","77,517"
Drake,Jumbotron Shit Poppin,"130,010,095","65,621"
Lvbel C5,GELMEZSEN GELME,"129,333,408","64,282"
Henrique & Juliano,Mais Amor E Menos Drama,"129,256,727","218,883"
Ziva Magnolya,Pilihan Yang Terbaik,"129,027,595","91,572"
AVA,VETRI NERI,"128,073,931","109,139"
Thalapathy Vijay,"Ranjithame (From ""Varisu"")","127,804,837","65,461"
Juice WRLD,Sometimes,"127,781,310","64,828"
Ellie Goulding,Lights,"127,627,183","79,747"
Kanishk Seth,"Rangisari (From ""Jugjugg Jeeyo"")","127,589,271","72,035"
Baby Gang,Mentalité,"127,151,411","125,815"
Justin Bieber,Honest,"127,020,288","39,682"
LE SSERAFIM,Blue Flame (2023 Ver.),"127,002,712","98,504"
Mc Don Juan,EU VOU COM CARINHO ELA QUER COM FORÇA,"126,914,062","23,765"
Ado,Backlight,"126,912,476","112,097"
Dean Lewis,Hurtless,"126,606,517","76,363"
Taylor Swift,Glitch,"126,444,914","68,014"
Fireboy DML,Bandana,"126,310,739","161,381"
OAFF,Doobey,"126,083,370","34,961"
ENHYPEN,Tamed-Dashed,"126,040,042","64,812"
Fuerza Regida,Modo Maldito,"125,923,602","116,544"
Reality Club,Anything You Want,"125,920,692","121,962"
Yuuri,シャッター,"125,752,136","71,384"
Veigh,Vida Chique,"125,609,430","83,625"
Morat,Segundos Platos,"125,190,329","129,039"
The Weeknd,Best Friends,"125,025,356","42,664"
Maria Marçal,Deserto (Ao Vivo),"124,806,102","152,024"
Guilherme & Benuto,Vagabundo Chora,"124,774,621","21,614"
venbee,messy in heaven,"124,698,612","76,935"
Drake,BackOutsideBoyz,"124,332,864","44,114"
Gen Hoshino,Comedy,"124,124,267","68,879"
David Kushner,Burn,"123,936,802","134,654"
Lazza,USCITO DI GALERA,"123,750,905","46,342"
Fivio Foreign,City of Gods,"123,604,976","30,499"
Ai Higuchi,悪魔の子,"123,483,211","84,776"
Latto,Big Energy,"123,388,602","57,748"
Ivan Cornejo,Está Dañado,"123,113,149","115,310"
De La Ghetto,Loco Por Perrearte,"123,049,906","31,351"
Alexander Stewart,blame's on me,"122,981,800","70,968"
Duke & Jones,Jiggle Jiggle,"122,843,544","31,740"
aespa,Dreams Come True,"122,182,228","54,534"
NATTI NATASHA,Mayor Que Usted,"121,893,733","27,809"
cakal,İmdat,"121,740,706","41,758"
Emilia,cuatro veinte,"121,665,194","67,525"
DJ AK BR,Melodia Alucinógena,"121,031,293","32,164"
Chuy Lizarraga y Su Banda Tierra Sinaloense,Partido En Dos,"120,917,550","129,139"
Mc Gabzin,Simplesmente Ela,"120,875,868","58,223"
mgk,emo girl,"120,570,383","53,109"
Lil Baby,California Breeze,"120,549,078","68,952"
Kx5,Escape,"119,761,756","93,006"
ROSALÍA,LA COMBI VERSACE,"119,752,182","76,410"
Feid,Le Pido a DIOS,"119,697,973","148,854"
ROSALÍA,CANDY,"119,547,176","39,906"
BLACKPINK,Yeah Yeah Yeah,"119,530,863","62,245"
Hailey Whitters,Everything She Ain’t,"119,509,008","91,362"
aespa,Girls,"119,468,547","76,571"
Wisin,Buenos Días,"119,376,201","32,794"
Carin Leon,Dame un Beso y Dime Adios (En Vivo),"118,647,709","112,596"
BLACKPINK,Ready For Love,"118,518,970","66,348"
Sia,Unstoppable,"118,139,448","75,351"
ZEG P,FADE UP,"118,080,374","60,785"
Ruger,Asiwaju,"118,032,303","200,772"
J Balvin,Sigue,"118,000,317","24,161"
SEVENTEEN,_WORLD,"117,375,272","72,407"
Lauri Garcia,Miel,"117,124,818","38,576"
Nemzzz,2MS,"116,950,250","164,324"
BoyWithUke,Long Drives,"116,936,156","54,829"
charlieonnafriday,After Hours,"116,813,074","78,654"
Zé Felipe,Bandido,"116,792,423","17,572"
Fireboy DML,Peru,"116,680,312","81,328"
Oscu,Numero 1,"116,469,281","15,133"
Metro Boomin,Metro Spider,"116,291,231","61,045"
Stray Kids,Charmer,"116,007,183","77,664"
Liaze,PARADISE (MIT DIR),"115,308,830","53,040"
Emilia,intoxicao,"115,290,937","85,425"
Brett Young,Lady,"115,232,287","34,204"
Marco Antonio Solís,Será Mejor Que Te Vayas,"114,960,860","87,814"
RealestK,Love Me,"114,699,774","93,446"
Imagine Dragons,Lonely,"114,423,029","65,740"
Beyoncé,PURE/HONEY,"114,400,063","59,455"
Mon Laferte,Antes De Ti,"114,387,581","81,187"
Camilo,Pegao,"113,481,127","46,039"
Ado,私は最強,"113,267,636","81,286"
Avril Lavigne,Bite Me,"113,134,538","45,129"
Metro Boomin,Feel The Fiyaaaah,"113,079,583","97,081"
Kaushik-Guddu,Dil,"112,828,054","99,530"
Brent Faiyaz,ROLLING STONE,"112,752,120","142,509"
Bruno & Denner,Cavalo de Pau,"112,677,688","22,125"
Beyoncé,SUMMER RENAISSANCE,"112,622,272","43,559"
Leony,Remedy,"112,472,481","40,611"
Nicki Minaj,Seeing Green,"112,145,590","30,365"
Zeynep Bastık,Ara,"112,014,258","46,294"
Kendrick Lamar,Savior,"112,000,469","57,463"
NIKI,Backburner,"111,851,518","210,463"
For Revenge,Jakarta Hari Ini,"110,820,778","194,422"
Lazza,PANICO,"110,766,965","49,466"
Werenoi,Solitaire,"110,715,870","159,411"
Codiciado,Vamos Aclarando Muchas Cosas,"110,644,670","156,404"
Metro Boomin,On Time,"110,636,822","57,060"
Sabrina Carpenter,emails i can’t send,"110,590,394","195,591"
Maher Zain,Rahmatun Lil'Alameen,"110,551,361","62,516"
Trueno,PANAMA,"110,407,003","60,481"
Brent Faiyaz,ROLE MODEL,"109,663,428","118,391"
Morat,Llamada Perdida,"109,320,576","72,781"
Tream,LEBENSLANG,"109,250,991","85,827"
Ava Max,Million Dollar Baby,"109,206,179","46,398"
Ziva Magnolya,Peri Cintaku,"109,173,059","75,845"
Becky Hill,Remember,"109,130,199","29,940"
iamnotshane,Maybe My Soulmate Died,"109,123,684","46,944"
SZA,SOS,"108,443,352","47,507"
LUCKI,New Drank,"108,067,683","162,142"
KAMRAD,I Believe,"108,056,406","48,190"
ENHYPEN,Blessed-Cursed,"108,046,898","59,951"
Gazo,FLEURS,"108,035,437","65,705"
MC K.K,Agudo Mágico 3,"107,928,499","95,679"
DJ Cayoo,Sorrisin De Puto,"107,786,912","54,401"
Joji,YUKON (INTERLUDE),"107,750,092","52,006"
Silvestre Dangond,Justicia,"107,743,207","42,699"
Central Cee,Eurovision,"107,637,041","63,384"
Jovem Dionisio,ACORDA PEDRINHO,"107,581,511","34,375"
Güneş,NKBİ,"107,529,833","50,611"
Dhruv,moonlight,"107,441,411","59,282"
Lauty Gram,Vida Gangster,"107,375,360","32,970"
Dedublüman,Belki,"107,369,864","69,663"
Henrique & Juliano,Cuida Bem Dela,"107,135,301","102,457"
Noah Kahan,She Calls Me Back,"106,974,634","135,397"
Favé,Urus,"106,783,061","129,654"
SZA,F2F,"106,165,575","66,346"
Destroy Lonely,NOSTYLIST,"106,079,193","98,810"
keshi,SOMEBODY,"106,078,840","71,174"
ALTÉGO,Toxic Pony,"106,073,784","54,097"
Maria Becerra,LA NENA DE ARGENTINA,"106,005,905","42,422"
Marco Mengoni,Due Vite,"105,959,548","48,386"
Eminem,From The D 2 The LBC,"105,951,336","44,403"
Durdenhauer,Praise The Lord (Da Shine),"105,672,930","124,157"
Lil Baby,Forever,"105,276,778","72,448"
The Weeknd,I Heard You’re Married,"105,191,023","26,012"
Velet,Aşk Sadece Anlayana,"105,052,229","28,539"
Kaleb Di Masi,Hace Calor,"104,959,034","44,311"
Grupo Origen,Cabron Yo Puedo,"104,818,160","141,320"
The Weeknd,Here We Go… Again,"104,670,704","31,393"
JID,Dance Now,"104,643,393","75,262"
Henrique & Juliano,Seu Perfil,"104,566,460","76,438"
ROSALÍA,CHICKEN TERIYAKI,"104,472,534","34,434"
LE SSERAFIM,Impurities,"104,206,684","84,358"
Anitta,Girl From Rio,"103,789,883","14,619"
Virgoun,Orang Yang Sama,"103,762,785","113,576"
Efecto Elegante,Préstame Tu Corazón,"103,541,779","41,915"
Diego Gonzalez,You & I,"103,523,506","75,195"
PEDRO SAMPAIO,DANÇARINA,"103,518,085","55,294"
Yuuri,かくれんぼ,"103,437,416","30,496"
Rvfv,Mami,"103,180,685","67,101"
Gloria Groove,A QUEDA,"103,016,386","31,161"
Dylan Scott,Can't Have Mine (Find You A Girl),"103,004,357","96,724"
Bir,Afterhours,"102,949,310","150,933"
Ati242,25,"102,770,269","109,803"
Future,712PM,"102,696,762","51,414"
La Joaqui,Dos Besitos,"102,646,118","43,849"
Ivan Cornejo,Perro Abandonado,"102,375,087","72,758"
Beyoncé,CHURCH GIRL,"102,132,186","38,799"
Paulo Londra,Chance,"102,029,354","31,096"
Wisin,Emojis de Corazones,"101,870,539","12,153"
Eminem,Phenomenal,"101,868,322","19,087"
UZI,ZOR,"101,821,599","98,679"
Steve Lacy,Bad Habit,"101,684,712","59,630"
Grupo Arriesgado,Enloquecido,"101,670,414","52,704"
Alan Walker,Force,"101,610,548","6,879"
mgk,make up sex,"101,546,869","47,348"
Arjun Kanungo,Ilzaam (From the Album 'Industry'),"101,201,003","74,738"
Noah Kahan,Growing Sideways,"101,115,659","103,242"
Drake,More M’s,"100,704,124","40,671"
Charlie Puth,I Don’t Think That I Like Her,"100,475,263","63,171"
Beyoncé,VIRGO'S GROOVE,"100,380,871","53,209"
Juice WRLD,Feline,"100,007,443",
