Artist,Title,Streams,Daily
Billie Eilish,Happier Than Ever,"503,410,766","116,431"
NEIKED,Better Days (NEIKED x Mae Muller x Polo G),"496,791,464","170,326"
Galantis,Heartbreak Anthem,"494,690,830","131,779"
JVKE,this is what falling in love feels like,"494,507,001","318,700"
J Balvin,In Da Getto,"492,542,477","157,449"
Mora,512,"490,981,451","288,070"
Joel Corry,BED,"489,288,190","118,585"
Jordan Davis,Buy Dirt,"487,922,547","546,724"
Måneskin,ZITTI E BUONI,"487,087,024","190,988"
Selena Gomez,Baila Conmigo,"482,842,548","66,234"
Tiago PZK,Entre Nosotros,"482,355,154","193,758"
bbno$,edamame,"478,841,302","308,095"
Eyedress,Something About You,"477,554,723","775,189"
Bruno Mars,Smokin Out The Window,"474,064,549","188,183"
Olivia Rodrigo,enough for you,"470,960,577","254,438"
The Weeknd,Take My Breath,"469,219,021","72,841"
Becky Hill,Remember,"468,761,984","278,892"
Drake,Girls Want Girls,"468,492,892","170,909"
SZA,I Hate U,"467,089,861","182,607"
Shouse,Love Tonight (David Guetta Remix Edit),"466,782,977","311,897"
Bizarrap,"Tiago PZK: Bzrp Music Sessions, Vol. 48","462,977,347","163,474"
Kanye West,Praise God,"460,711,458","186,747"
Blessd,Medallo,"459,584,048","145,496"
Bella Poarch,Build a Bitch,"458,070,792","105,080"
Jason Derulo,Acapulco,"451,469,223","171,270"
Nathan Evans,Wellerman,"450,527,372","129,149"
ROSÉ,On The Ground,"447,801,215","290,507"
P!nk,Cover Me In Sunshine,"447,514,963","159,801"
J. Cole,m y . l i f e,"445,751,419","181,846"
OneRepublic,Sunshine,"445,497,153","312,438"
Calibre 50,A La Antigüita,"444,512,455","202,969"
TWICE,The Feels,"441,936,730","183,361"
LAGOS,Mónaco,"440,591,582","621,455"
Amaarae,SAD GIRLZ LUV MONEY Remix,"437,604,283","205,140"
AJR,Bang!,"435,880,802","172,145"
The Kid LAROI,SO DONE,"433,634,551","83,091"
Billie Eilish,Your Power,"431,964,575","156,743"
Jamie Miller,Here's Your Perfect,"430,897,281","215,986"
Taylor Swift,The Way I Loved You (Taylor’s Version),"428,394,561","268,252"
Clinton Kane,I GUESS I'M IN LOVE,"426,754,572","168,667"
Justin Quiles,Loco,"424,420,863","122,103"
Imagine Dragons,Follow You,"422,660,677","200,513"
JHAYCO,Ley Seca,"421,403,033","165,487"
Mareux,The Perfect Girl,"420,481,536","361,244"
Feby Putri,Runtuh,"418,090,187","567,661"
Nathan Evans,Wellerman,"417,996,023","248,592"
Kanye West,Hurricane,"410,368,872","105,470"
Conan Gray,People Watching,"408,607,626","257,339"
V,Christmas Tree,"407,168,378","141,184"
Post Malone,Motley Crew,"406,007,244","116,200"
Benson Boone,Ghost Town,"405,282,681","418,591"
Lil Tjay,Run It Up,"401,477,538","157,937"
Shawn Mendes,Summer of Love (Shawn Mendes & Tainy),"398,879,648","113,440"
Tai Verdes,AOK,"398,850,862","168,574"
NIKI,Every Summertime,"396,759,020","254,834"
Little Mix,Touch,"396,628,393","67,614"
Tom Grennan,Little Bit of Love,"395,897,774","117,898"
Morgan Wallen,Sand In My Boots,"395,107,659","307,258"
Tainy,Agua,"394,557,337","52,698"
Ofenbach,Wasted Love,"393,898,743","213,386"
Yeat,Monëy so big,"390,948,444","251,046"
Drake,What’s Next,"387,233,709","73,872"
Taylor Swift,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),"379,989,000","183,758"
Öwnboss,Move Your Body,"379,396,187","250,033"
Don Omar,Bandoleros,"379,305,457","232,118"
Lil Durk,Broadway Girls,"375,081,180","594,300"
Taylor Swift,I Knew You Were Trouble (Taylor's Version),"373,436,354","411,890"
J. Cole,p r i d e . i s . t h e . d e v i l,"372,435,946","100,839"
Rochy RD,Ella No Es Tuya,"369,170,956","83,066"
Montell Fish,Fall in Love with You.,"367,411,275","525,455"
Henrique & Juliano,Arranhão,"366,064,059","98,722"
Drake,Yebba’s Heartbreak,"365,322,834","295,146"
Nio Garcia,AM,"363,655,279","44,743"
DJ Khaled,EVERY CHANCE I GET,"360,981,447","146,636"
Coldplay,Higher Power,"359,949,619","170,378"
Fred again..,Marea (we’ve lost dancing),"358,980,374","390,392"
KAROL G,SEJODIOTO,"358,188,714","140,005"
Grupo Firme,Ya Supérame (En Vivo),"357,421,129","233,358"
Taylor Swift,We Are Never Ever Getting Back Together (Taylor's Version),"356,962,900","372,903"
KAROL G,200 COPAS,"355,990,979","337,833"
Sech,911,"355,147,071","48,266"
Ashnikko,Slumber Party,"354,747,365","149,049"
Sech,911 (Remix),"354,270,248","96,154"
J Balvin,Poblado,"353,980,717","120,954"
AJR,World's Smallest Violin,"353,155,567","183,117"
Shawn Mendes,It'll Be Okay,"350,925,803","114,437"
LeeHi,ONLY,"350,842,891","303,426"
Marca MP,Ya Acabo,"347,037,706","123,896"
Central Cee,Obsessed With You,"346,240,868","169,055"
ENHYPEN,FEVER,"345,824,720","178,274"
Billie Eilish,NDA,"344,504,732","197,862"
Justin Bieber,Off My Face,"344,052,640","173,185"
"Tyler, The Creator",WUSYANAME,"343,036,065","200,645"
Lil Tecca,LOT OF ME,"342,541,781","459,711"
Egzod,Royalty,"342,184,225","486,588"
Taylor Swift,right where you left me,"342,101,063","245,641"
ROSÉ,Gone,"341,330,022","174,772"
Walker Hayes,Fancy Like,"337,498,309","166,129"
Lil Tjay,Headshot,"337,296,639","109,562"
Ashe,Till Forever Falls Apart,"336,555,736","197,814"
Tion Wayne,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]","334,255,117","80,100"
Olivia Rodrigo,hope ur ok,"333,270,924","130,764"
Ed Sheeran,Overpass Graffiti,"332,688,317","88,490"
Key Glock,Ambition For Cash,"332,035,926","316,621"
Latto,Big Energy,"331,484,556","136,856"
KAROL G,EL BARCO,"327,441,193","520,789"
Billie Eilish,Billie Bossa Nova,"326,601,143","298,238"
Megan Thee Stallion,Thot Shit,"325,567,255","107,354"
Fireboy DML,Peru,"324,683,478","173,183"
Luude,Down Under,"324,614,287","200,024"
Ryan Castro,Monastery,"322,547,934","303,935"
Russ,3:15 (Breathe),"321,564,626","347,583"
Baby Keem,16,"321,109,697","283,231"
Tiago PZK,Salimo de Noche,"321,083,553","99,426"
YOASOBI,怪物,"320,617,548","164,271"
Bizarrap,"Eladio Carrion: Bzrp Music Sessions, Vol. 40","320,335,073","134,019"
Imagine Dragons,Enemy,"319,736,231","119,997"
Taylor Swift,Fearless (Taylor’s Version),"319,575,514","373,740"
Regard,You,"318,375,756","91,764"
Imagine Dragons,Wrecked,"316,331,345","125,824"
Kungs,Never Going Home,"315,695,160","230,142"
Drake,Champagne Poetry,"314,388,768","107,897"
George Henrique & Rodrigo,Vai Lá Em Casa Hoje,"314,052,016","204,390"
Matisse,Como Lo Hice Yo,"313,807,548","166,112"
IVE,ELEVEN,"313,792,054","127,273"
Tanishk Bagchi,"Raataan Lambiyan (From ""Shershaah"")","313,115,045","518,099"
Billie Eilish,Lost Cause,"312,746,293","138,663"
Lana Del Rey,Chemtrails Over The Country Club,"310,837,933","412,523"
Becky Hill,My Heart Goes (La Di Da),"309,361,866","181,472"
Kanye West,Moon,"306,869,462","128,846"
Ruth B.,Dandelions,"303,945,881","133,270"
ENHYPEN,Drunk-Dazed,"301,841,570","181,006"
Rauw Alejandro,Sexo Virtual,"301,207,668","146,488"
Conan Gray,Astronomy,"301,186,434","206,680"
Taylor Swift,22 (Taylor's Version),"299,937,289","298,020"
Lyodra,Pesan Terakhir,"299,548,594","687,251"
Taylor Swift,Red (Taylor's Version),"298,407,186","196,391"
PinkPantheress,Break It Off,"297,447,641","180,152"
DJ Snake,SG,"296,323,015","115,204"
João Gomes,Meu Pedaço de Pecado,"296,292,538","148,507"
Brent Faiyaz,"GRAVITY (FEAT. TYLER, THE CREATOR)","294,800,750","121,446"
Ryan Castro,Mujeriego,"293,842,201","151,637"
Sarah Cothran,As the World Caves In,"291,579,771","124,163"
Alvaro Diaz,Problemón,"289,948,393","309,190"
Kordhell,Live Another Day,"289,713,787","111,272"
KXLLSWXTCH,WASTE,"289,091,230","361,802"
Madness,Our House,"288,247,777","158,376"
Alesso,When I’m Gone,"284,763,249","84,741"
Grupo Los de la O,Fuga Pa Cali 2,"282,672,588","155,613"
Hensonn,Sahara,"282,413,080","137,187"
Israel & Rodolffo,Batom de Cereja,"281,720,939","38,720"
"Tyler, The Creator",SWEET / I THOUGHT YOU WANTED TO DANCE,"281,543,876","209,684"
Young Stoner Life,Solid,"280,848,785","66,557"
Wisin,Fiel,"279,663,957","52,004"
Sidhu Moose Wala,295,"279,649,596","208,216"
WILLOW,t r a n s p a r e n t s o u l feat. Travis Barker,"279,180,211","66,262"
The Kid LAROI,"F*CK YOU, GOODBYE","278,372,262","105,980"
JNR CHOI,TO THE MOON,"277,921,341","63,989"
Trueno,DANCE CRIP,"277,820,970","198,622"
Bizarrap,"L-Gante: Bzrp Music Sessions, Vol.38","277,025,679","66,356"
PlayaPhonk,Phonky Town,"276,563,070","70,689"
Mora,Tuyo,"276,097,958","373,821"
Summer Walker,No Love,"276,079,986","195,466"
Camilo,Índigo,"275,785,961","98,031"
Feid,FRIKI,"275,396,582","405,019"
Billie Eilish,Halley's Comet,"275,262,524","228,809"
Eladio Carrion,Me Gustas Natural,"274,618,782","237,967"
Ivan Cornejo,Está Dañada,"272,753,053","164,677"
Kanye West,Off The Grid,"271,886,493","85,214"
Chani Nattan,Daku,"271,736,674","157,936"
Maluma,Aloha,"271,304,680","91,012"
Taylor Swift,All Too Well (Taylor's Version),"271,166,553","182,480"
Jeremy Zucker,this is how you fall in love,"270,990,631","107,165"
Henrique & Juliano,A Maior Saudade,"270,309,805","113,021"
Zack Tabudlo,Pano,"269,362,920","151,829"
Cody Johnson,Til You Can't,"269,094,775","208,411"
Sech,Sal y Perrea,"268,730,772","40,942"
Christian Nodal,La Sinvergüenza,"267,557,656","152,023"
Trueno,FEEL ME??,"266,750,700","225,311"
Shubh,We Rollin,"266,077,316","145,208"
Ryan Castro,Malory,"264,893,423","229,971"
Joyner Lucas,Ramen & OJ,"264,774,192","86,752"
TOMORROW X TOGETHER,0X1=LOVESONG (I Know I Love You) feat. Seori,"264,673,135","116,881"
Giveon,For Tonight,"264,454,368","96,321"
ITZY,LOCO,"264,360,681","98,562"
J. Cole,a m a r i,"264,259,659","79,422"
KSLV Noh,Disaster,"263,488,584","89,567"
Roddy Ricch,late at night,"262,927,985","86,669"
Emmy Meli,I AM WOMAN,"261,942,278","80,699"
Yng Lvcas,La Bebe,"261,866,114","123,647"
Adele,I Drink Wine,"261,507,219","188,172"
Matheus Fernandes,Baby Me Atende,"260,377,733","42,179"
siouxxie sixxsta,masquerade,"260,085,109","109,764"
Stray Kids,Thunderous,"259,851,574","126,455"
NATTI NATASHA,Ram Pam Pam,"259,665,403","45,690"
DEKKO,12x3,"259,602,221","102,418"
BTS,Film out,"258,505,327","46,892"
Becky G,FULANITO,"258,375,458","78,430"
Calvin Harris,By Your Side,"257,683,399","65,896"
Shania Twain,Any Man Of Mine,"257,576,602","172,021"
Vance Joy,Missing Piece,"255,647,738","112,851"
Myke Towers,ALMAS GEMELAS,"255,275,062","142,297"
Bruno Mars,Skate,"255,108,035","115,185"
Ariana Grande,34+35 Remix,"255,054,219","67,202"
David Guetta,Memories,"255,016,379","147,672"
Nardo Wick,Who Want Smoke??,"254,284,217","106,875"
aespa,Next Level,"253,801,865","166,425"
YBN Nahmir,Opp Stoppa,"252,899,087","139,991"
Coldplay,Let Somebody Go,"252,020,632","105,319"
StarBoi3,Dick,"250,959,540","71,279"
Alan Walker,Sweet Dreams,"250,405,902","105,485"
Los Ángeles Azules,Otra Noche,"248,962,499","203,703"
The Kid LAROI,WITHOUT YOU,"248,211,431","45,377"
ERNEST,Flower Shops,"246,796,084","180,763"
El Alfa,La Mamá de la Mamá,"246,742,816","226,754"
Camilo,KESI,"246,160,800","69,496"
Anne-Marie,Our Song,"245,500,313","54,822"
Ángela Aguilar,Dime Cómo Quieres,"243,586,388","125,734"
Ed Sheeran,Visiting Hours,"243,270,124","71,513"
Dave,Clash,"242,756,628","90,183"
Dímelo Flow,Se Le Ve,"242,117,429","36,575"
Bruno Mars,After Last Night,"241,988,795","174,735"
Emilia,como si no importara,"241,511,856","155,494"
Jorge & Mateus,Molhando o Volante,"241,314,912","57,718"
Billie Eilish,Getting Older,"239,608,667","156,806"
Juice WRLD,Bad Boy,"239,506,370","73,732"
Sub Urban,INFERNO,"239,085,074","99,733"
OFFICIAL HIGE DANDISM,Cry Baby,"238,775,659","89,972"
KAROL G,LOCATION,"238,457,460","36,737"
Rauw Alejandro,Aquel Nap ZzZz,"238,178,527","132,731"
Carlos Vives,Canción Bonita,"236,924,757","103,055"
Rauw Alejandro,La Old Skul,"236,205,869","217,434"
Aimer,残響散歌,"235,659,238","161,567"
Marília Mendonça,Troca de Calçada,"235,015,472","155,175"
Chayce Beckham,23,"234,437,578","323,561"
vaultboy,everything sucks,"234,201,458","102,895"
TINI,Bar,"233,806,072","50,764"
Justin Bieber,As I Am,"233,621,844","55,463"
AP Dhillon,TERE TE,"232,930,255","162,269"
Myke Towers,EXPERIMENTO,"232,876,944","88,828"
Henrique & Juliano,Acordo,"232,387,834","176,908"
aespa,Savage,"232,149,990","166,834"
Måneskin,CORALINE,"231,522,140","120,396"
347aidan,MEMORIES! (Bonus Track),"230,866,633","91,420"
Feid,SI TÚ SUPIERAS,"230,262,779","198,364"
Naps,La kiffance,"230,190,648","109,925"
Gusttavo Lima,Bloqueado,"229,370,712","49,201"
Sam Fender,Seventeen Going Under,"228,978,216","130,907"
TWICE,Alcohol-Free,"228,473,246","71,323"
Bo Burnham,Bezos I,"228,322,631","56,731"
RealestK,WFM,"228,209,830","86,819"
The Kid LAROI,ALWAYS DO,"228,043,648","53,901"
Internet Money,His & Hers,"227,449,471","52,304"
Natanael Cano,Porte Exuberante,"226,077,415","141,969"
Spice,Go Down Deh,"225,891,525","165,603"
Fuego,Una Vaina Loca,"225,866,327","56,836"
D-Block Europe,Overseas,"225,628,817","173,941"
Gusttavo Lima,Ficha Limpa,"225,560,257","41,241"
Fuerza Regida,Me Acostumbre A Lo Bueno,"225,516,402","134,669"
Leo Rizzi,Amapolas,"225,087,020","231,140"
John Mayer,I Guess I Just Feel Like,"224,281,812","45,704"
Taylor Swift,Nothing New,"224,165,566","129,032"
Maroon 5,Lost,"223,993,782","47,480"
El Fantasma,El Bélico,"223,260,667","125,538"
Drake,No Friends In The Industry,"222,972,144","71,639"
MEDUZA,Tell It To My Heart,"222,665,423","92,126"
Eladio Carrion,Hola Como Vas,"221,424,830","188,171"
TOMORROW X TOGETHER,LO$ER=LO♡ER,"220,990,997","87,869"
Adie,Paraluman,"220,907,963","159,343"
Mimi Webb,Good Without,"220,606,663","40,701"
Billie Eilish,I Didn't Change My Number,"220,563,723","210,641"
Bizarrap,"Nicky Jam: Bzrp Music Sessions, Vol. 41","220,420,199","35,955"
Arthur Nery,Pagsamo,"220,405,381","187,725"
DaBaby,Ball If I Want To,"219,765,646","44,108"
Taylor Swift,I Bet You Think About Me,"219,763,801","122,102"
La Santa Grifa,Amnesia,"219,689,355","166,450"
Matuê,Quer Voar,"219,688,557","66,757"
Luan Santana,MORENA,"218,416,594","54,363"
Teto,M4,"218,343,795","93,041"
Mahalini,Melawan Restu,"218,308,902","154,727"
Atif Aslam,Dil Diyan Gallan,"218,099,965","257,964"
Ed Sheeran,Merry Christmas,"217,705,734","10,254"
J Balvin,Una Nota,"217,082,450","26,161"
Black Gryph0n,Insane,"215,848,636","269,342"
Piso 21,Tan Bonita,"215,739,489","84,600"
Morat,Idiota,"215,624,681","126,507"
Gerardo Ortiz,Tranquilito,"215,120,716","87,435"
Fujii Kaze,きらり,"214,854,245","146,588"
Jossef,Persia,"214,663,381","174,810"
$uicideboy$,Avalon,"214,429,397","182,133"
Beret,Porfa no te vayas,"214,345,570","193,177"
Yeat,Sorry Bout That,"214,150,678","125,699"
Lil Tecca,NEVER LEFT,"214,087,781","63,878"
Nio Garcia,Travesuras,"213,610,608","38,210"
Alex Rose,Me Fije,"213,416,455","44,427"
Duki,Malbec,"213,066,674","118,359"
PEDRO SAMPAIO,GALOPA,"212,901,932","48,322"
Camilo,Machu Picchu,"212,889,656","57,681"
Baby Keem,lost souls,"211,194,860","77,575"
Sia,Floating Through Space,"210,708,298","27,825"
C. Tangana,Ateo,"210,447,404","86,621"
Rusherking,Además de Mí,"210,435,547","79,264"
Neoni,DARKSIDE,"209,298,294","244,173"
42 Dugg,4 Da Gang,"208,872,611","80,538"
Dustin Lynch,Thinking 'Bout You,"208,411,535","167,437"
Los Del Limit,Amor Fugaz,"208,268,077","121,722"
ITZY,In the morning,"208,136,581","49,161"
Tesher,Jalebi Baby (Tesher x Jason Derulo),"207,810,055","83,448"
Tiara Andini,Merasa Indah,"207,667,208","194,770"
Pashanim,Sommergewitter,"207,406,183","131,524"
Adele,Can I Get It,"207,343,279","80,424"
Little Mix,No More Sad Songs,"207,164,853","28,819"
Drake,TSU,"207,075,198","92,941"
Boza,Ella,"206,912,641","55,131"
The Kid LAROI,TRAGIC,"206,626,686","40,094"
Twenty One Pilots,Shy Away,"206,430,688","59,911"
Arthur Nery,Isa lang,"206,234,547","279,779"
Reik,Perfecta,"206,169,379","51,352"
BANDIDO,"No Me Conocen (Remix) [con DUKI, Rei & Tiago PZK]","206,057,516","55,910"
Chlöe,Have Mercy,"205,979,460","64,273"
Travis Scott,ESCAPE PLAN,"205,821,470","95,759"
Little Mix,Power,"205,222,020","21,075"
Lucky Daye,Over,"205,127,968","113,606"
Dan + Shay,Glad You Exist,"204,648,256","45,449"
Elle King,Drunk (And I Don't Wanna Go Home),"204,534,154","109,791"
Anuel AA,Súbelo,"204,264,890","66,737"
Jason Derulo,Lifestyle,"203,557,732","24,127"
Billie Eilish,Oxytocin,"203,493,357","138,835"
Lana Del Rey,Dealer,"203,215,268","154,785"
OneRepublic,Someday,"202,977,325","72,672"
TOMORROW X TOGETHER,Anti-Romantic,"202,923,997","49,693"
Weeekly,After School,"202,596,138","61,428"
Ryan Hurd,Chasing After You,"202,030,417","60,917"
Maroon 5,Nobody's Love,"201,436,362","30,588"
Tayrone,Cê Tá Preparada,"201,286,358","34,217"
Jelly Roll,Son Of A Sinner,"201,007,990","221,046"
Doja Cat,I Don't Do Drugs,"200,948,503","57,279"
Morgan Wallen,865,"200,873,009","116,364"
Zé Neto & Cristiano,Ela e Ela,"200,507,658","51,016"
Mari Fernandez,Parada Louca,"200,441,294","62,146"
KAROL G,CONTIGO VOY A MUERTE,"200,253,587","259,052"
CORPSE,HOT DEMON B!TCHES NEAR U ! ! !,"199,985,981","86,362"
Central Cee,Commitment Issues,"199,818,209","165,872"
Zoe Wees,Girls Like Us,"199,684,424","30,642"
Zé Neto & Cristiano,Você Beberia Ou Não Beberia?,"199,564,839","84,815"
Baby Keem,trademark usa,"199,403,822","89,825"
Sam Fischer,What Other People Say,"199,159,285","26,033"
Alok,Love Again,"198,824,399","61,350"
Ezekiel,help_urself,"198,574,417","123,443"
Los Plebes del Rancho de Ariel Camacho,2 Veces,"198,276,934","128,884"
Clinton Kane,CHICKEN TENDIES,"198,247,844","40,452"
Ricky Rich,Habibi,"197,996,700","139,009"
Taylor Swift,Message In A Bottle (Taylor's Version) (From The Vault),"197,967,791","135,955"
Shubh,Elevated,"197,923,693","130,609"
keshi,beside you,"197,870,420","125,437"
Tech N9ne,Face Off,"197,816,507","55,327"
Moneybagg Yo,Time Today,"197,717,751","125,081"
Raí Saia Rodada,Tapão Na Raba,"197,561,337","23,430"
Rebzyyx,all I want is you,"197,380,409","208,188"
Sabrina Carpenter,Skin,"196,887,429","92,249"
Reik,Los Tragos,"196,062,609","69,610"
Kaito Shoma,Scary Garry,"194,938,817","44,958"
SXMPRA,COWBELL WARRIOR!,"193,966,406","154,483"
DJ Matt D,Pandora,"193,685,622","55,811"
Lizzo,Rumors,"192,995,939","30,188"
Yuuri,ベテルギウス,"192,866,631","106,378"
IU,LILAC,"192,351,081","80,139"
BoyWithUke,Two Moons,"191,864,363","77,531"
Marília Mendonça,Todo Mundo Menos Você,"191,590,394","83,542"
Little Mix,Wasabi,"191,005,627","42,847"
Harrdy Sandhu,Bijlee Bijlee,"190,841,648","96,505"
A1 x J1,Latest Trends,"190,415,590","36,268"
Quevedo,Ahora y Siempre,"190,318,622","152,123"
Drake,Lemon Pepper Freestyle,"189,812,930","43,333"
MC Cabelinho,X1,"189,748,301","95,117"
MC Zaquin,Não Nasceu pra Namorar,"189,483,472","33,774"
Camilo,Millones,"189,393,109","67,939"
Billie Eilish,Male Fantasy,"189,218,401","115,882"
Skylar Grey,Last One Standing,"189,065,884","69,812"
Farruko,El Incomprendido,"188,911,855","53,316"
DaBaby,Masterpiece,"188,757,613","42,327"
Parmalee,Just the Way,"188,268,476","83,230"
Zack Tabudlo,Give Me Your Forever,"188,084,692","148,036"
Manuel Turizo,Mala Costumbre,"187,895,239","37,001"
Nicky Jam,Fan de Tus Fotos,"187,789,465","39,224"
MYA,2:50 Remix,"187,252,519","52,320"
Aitana,Formentera,"186,873,213","99,005"
Morgan Wallen,Dangerous,"186,623,285","293,304"
Mc Poze do Rodo,Vida Louca,"186,467,288","35,235"
Camilo,Ropa Cara,"186,446,104","20,380"
Zack Tabudlo,Binibini,"186,359,170","104,801"
RAF Camora,Blaues Licht,"186,259,506","82,236"
Misellia,Akhir Tak Bahagia,"185,824,528","395,158"
Normani,Wild Side,"184,963,480","53,266"
